,Date,Home,Away,Home Score,Away Score,OT,Conf,Result,Nuetral
1612,2022-12-03,North Texas,Nebraska Omaha,75.0,45.0,,0,1,0
1613,2022-12-03,Idaho St.,Southern Utah,59.0,69.0,,0,0,0
1614,2022-12-03,Winthrop,Coastal Carolina,81.0,86.0,,0,0,0
1615,2022-12-03,East Tennessee St.,Jacksonville St.,61.0,63.0,,0,0,0
1616,2022-12-03,Houston,Saint Mary's,53.0,48.0,,0,1,0
1617,2022-12-03,Northern Kentucky,Robert Morris,60.0,56.0,,1,1,0
1618,2022-12-03,Loyola Marymount,Nevada,64.0,52.0,,0,1,0
1619,2022-12-03,Morehead St.,North Alabama,75.0,81.0,,0,0,0
1620,2022-12-03,Rutgers,Indiana,63.0,48.0,,1,1,0
1621,2022-12-03,Duquesne,Ball St.,78.0,77.0,,0,1,0
1622,2022-12-03,Saint Joseph's,Fairleigh Dickinson,80.0,97.0,,0,0,0
1623,2022-12-03,Elon,UNC Greensboro,61.0,65.0,,0,0,0
1624,2022-12-03,Bowling Green,Morgan St.,86.0,76.0,,0,1,0
1625,2022-12-03,Queens,Paine,89.0,60.0,,0,1,0
1626,2022-12-03,Middle Tennessee,Maryville TN,69.0,46.0,,0,1,0
1627,2022-12-03,Grambling St.,Incarnate Word,72.0,39.0,,0,1,0
1628,2022-12-03,Delaware,Davidson,69.0,67.0,,0,1,0
1629,2022-12-03,Tulane,Fordham,90.0,95.0,,0,0,0
1630,2022-12-03,UC Irvine,Fresno St.,66.0,80.0,,0,0,0
1631,2022-12-03,Colorado St.,Northern Colorado,83.0,88.0,,0,0,0
1632,2022-12-03,Tulsa,Oral Roberts,66.0,77.0,,0,0,0
1633,2022-12-03,Utah Valley,Long Beach St.,88.0,78.0,,0,1,0
1634,2022-12-03,New Orleans,Louisiana,77.0,78.0,,0,0,0
1635,2022-12-03,Penn,La Salle,81.0,84.0,OT,0,0,0
1636,2022-12-03,Louisiana Monroe,Champion Christian,101.0,46.0,,0,1,0
1637,2022-12-03,BYU,South Dakota,68.0,69.0,,0,0,0
1638,2022-12-03,Milwaukee,IUPUI,74.0,61.0,,1,1,0
1639,2022-12-03,Dayton,Southeastern Louisiana,80.0,74.0,,0,1,0
1640,2022-12-03,Portland,North Dakota,90.0,69.0,,0,1,0
1641,2022-12-03,SMU,Jackson St.,68.0,69.0,,0,0,0
1642,2022-12-03,Loyola MD,Coppin St.,71.0,74.0,,0,0,0
1643,2022-12-03,Sacred Heart,UMass Lowell,59.0,70.0,,0,0,0
1644,2022-12-03,The Citadel,Charleston,57.0,79.0,,0,0,0
1645,2022-12-03,St. Thomas,Crown,91.0,56.0,,0,1,0
1646,2022-12-03,Notre Dame,Syracuse,61.0,62.0,,1,0,0
1647,2022-12-03,Santa Clara,Sacramento St.,72.0,65.0,,0,1,0
1648,2022-12-03,Stony Brook,Yale,72.0,77.0,,0,0,0
1649,2022-12-03,UTEP,Northern New Mexico,87.0,50.0,,0,1,0
1650,2022-12-03,Sam Houston St.,Dallas Christian,111.0,58.0,,0,1,0
1651,2022-12-03,Missouri St.,Bradley,40.0,58.0,,1,0,0
1652,2022-12-03,NJIT,Bucknell,63.0,79.0,,0,0,0
1653,2022-12-03,Wyoming,Grand Canyon,58.0,66.0,,0,0,0
1654,2022-12-03,Jacksonville,Trinity Baptist,74.0,39.0,,0,1,0
1655,2022-12-04,Bellarmine,Alice Lloyd,110.0,38.0,,0,1,0
1656,2022-12-04,Illinois St.,Belmont,87.0,77.0,,1,1,0
1657,2022-12-04,Iona,Canisius,90.0,60.0,,1,1,0
1658,2022-12-04,Tennessee,Alcorn St.,94.0,40.0,,0,1,0
1659,2022-12-04,UAB,South Alabama,76.0,68.0,,0,1,0
1660,2022-12-04,Denver,Texas A&M Commerce,84.0,75.0,,0,1,0
1661,2022-12-04,Chicago St.,Southern Indiana,78.0,61.0,,0,1,0
1662,2022-12-04,UCLA,Oregon,65.0,56.0,,1,1,0
1663,2022-12-04,Cincinnati,Bryant,97.0,71.0,,0,1,0
1665,2022-12-04,Iowa St.,St. John's,71.0,60.0,,0,1,0
1666,2022-12-04,Creighton,Nebraska,53.0,63.0,,0,0,0
1667,2022-12-04,Arizona,California,81.0,68.0,,1,1,0
1668,2022-12-04,Michigan St.,Northwestern,63.0,70.0,,1,0,0
1669,2022-12-04,Washington St.,Utah,65.0,67.0,OT,1,0,0
1670,2022-12-04,Michigan,Kentucky,69.0,73.0,,0,0,1
1671,2022-12-04,Radford,George Washington,86.0,76.0,,0,1,0
1672,2022-12-04,San Francisco,Utah St.,64.0,82.0,,0,0,0
1673,2022-12-04,Eastern Michigan,Florida Atlantic,73.0,101.0,,0,0,0
1674,2022-12-04,Quinnipiac,Niagara,60.0,64.0,,1,0,0
1675,2022-12-04,Texas St.,Rice,71.0,83.0,,0,0,0
1676,2022-12-04,Washington,Colorado,73.0,63.0,,1,1,0
1677,2022-12-04,Akron,Muskingum,80.0,33.0,,0,1,0
1678,2022-12-04,Wright St.,Youngstown St.,77.0,88.0,,1,0,0
1679,2022-12-04,Harvard,Tufts,76.0,59.0,,0,1,0
1680,2022-12-04,Merrimack,Vermont,43.0,66.0,,0,0,0
1681,2022-12-04,Manhattan,Monmouth,69.0,76.0,,0,0,0
1682,2022-12-04,Florida,Stetson,89.0,51.0,,0,1,0
1683,2022-12-04,Valparaiso,Murray St.,70.0,77.0,OT,1,0,0
1684,2022-12-04,Louisville,Miami FL,53.0,80.0,,1,0,0
1685,2022-12-04,Northwestern St.,Southern Miss,84.0,82.0,,0,1,0
1686,2022-12-04,Virginia Tech,North Carolina,80.0,72.0,,1,1,0
1687,2022-12-04,Hartford,Brown,51.0,65.0,,0,0,0
1688,2022-12-04,Florida Gulf Coast,FIU,74.0,65.0,,0,1,0
1689,2022-12-04,Marist,Maine,62.0,61.0,,0,1,1
1690,2022-12-04,Arizona St.,Stanford,68.0,64.0,,1,1,0
1691,2022-12-04,Northeastern,Georgia St.,66.0,46.0,,0,1,0
1692,2022-12-04,UCF,Samford,80.0,77.0,OT,0,1,0
1693,2022-12-04,Cornell,Lafayette,73.0,68.0,,0,1,0
1694,2022-12-04,Missouri,Southeast Missouri St.,96.0,89.0,,0,1,0
1695,2022-12-04,Houston Christian,Southwestern Adventist,94.0,62.0,,0,1,0
1696,2022-12-04,USC,Oregon St.,63.0,62.0,,1,1,0
1697,2022-12-04,Columbia,Sarah Lawrence,106.0,65.0,,0,1,0
1698,2022-12-04,Cal St. Northridge,Whittier,101.0,42.0,,0,1,0
1699,2022-12-05,Massachusetts,Albany,87.0,73.0,,0,1,0
1700,2022-12-05,Lipscomb,Trevecca Nazarene,87.0,49.0,,0,1,0
1701,2022-12-05,Charleston Southern,Kennesaw St.,65.0,76.0,,0,0,0
1702,2022-12-05,San Diego St.,Troy,60.0,55.0,,0,1,0
1703,2022-12-05,LIU,UMass Lowell,64.0,84.0,,0,0,0
1704,2022-12-05,Western Michigan,Concordia MI,94.0,50.0,,0,1,0
1705,2022-12-05,New Mexico St.,Simon Fraser,77.0,35.0,,0,1,0
1706,2022-12-05,Portland,North Dakota St.,62.0,67.0,,0,0,0
1707,2022-12-05,Lamar,Our Lady of the Lake,91.0,56.0,,0,1,0
1708,2022-12-05,Green Bay,IUPUI,68.0,61.0,,1,1,0
1709,2022-12-05,Gonzaga,Kent St.,73.0,66.0,,0,1,0
1710,2022-12-06,Winthrop,South Carolina St.,81.0,67.0,,0,1,0
1711,2022-12-06,Buffalo,St. John Fisher,91.0,53.0,,0,1,0
1712,2022-12-06,Bellarmine,Wabash,86.0,45.0,,0,1,0
1713,2022-12-06,Appalachian St.,Carlow,103.0,43.0,,0,1,0
1714,2022-12-06,Oklahoma,UMKC,75.0,53.0,,0,1,0
1715,2022-12-06,Wisconsin,Maryland,64.0,59.0,,1,1,0
1716,2022-12-06,Loyola Chicago,Green Bay,70.0,46.0,,0,1,0
1717,2022-12-06,Mercer,Middle Georgia St.,100.0,62.0,,0,1,0
1718,2022-12-06,Chattanooga,Milwaukee,88.0,76.0,,0,1,0
1719,2022-12-06,La Salle,Bucknell,82.0,72.0,,0,1,0
1720,2022-12-06,Fordham,Wagner,72.0,59.0,,0,1,0
1721,2022-12-06,Idaho St.,Montana Western,61.0,53.0,,0,1,0
1722,2022-12-06,New Mexico,Western New Mexico,102.0,63.0,,0,1,0
1723,2022-12-06,Wofford,Coastal Carolina,71.0,61.0,,0,1,0
1724,2022-12-06,St. Francis NY,Hartford,68.0,50.0,,0,1,0
1725,2022-12-06,Virginia,James Madison,55.0,50.0,,0,1,0
1726,2022-12-06,Austin Peay,Kentucky Christian,102.0,57.0,,0,1,0
1727,2022-12-06,Central Arkansas,Arkansas St.,72.0,67.0,,0,1,0
1728,2022-12-06,Wyoming,Texas A&M Commerce,91.0,76.0,,0,1,0
1729,2022-12-06,Presbyterian,Charleston,62.0,67.0,,0,0,0
1730,2022-12-06,Houston Christian,Maine Fort Kent,100.0,33.0,,0,1,0
1731,2022-12-06,Columbia,UMBC,66.0,73.0,,0,0,0
1732,2022-12-06,Temple,Saint Joseph's,70.0,60.0,,0,1,0
1733,2022-12-06,TCU,Jackson St.,78.0,51.0,,0,1,0
1734,2022-12-06,Butler,Yale,71.0,61.0,,0,1,0
1735,2022-12-06,Princeton,Lafayette,69.0,58.0,,0,1,0
1736,2022-12-06,Syracuse,Oakland,95.0,66.0,,0,1,0
1737,2022-12-06,Arkansas,UNC Greensboro,65.0,58.0,,0,1,0
1738,2022-12-06,George Mason,Maryland Eastern Shore,67.0,54.0,,0,1,0
1739,2022-12-06,Furman,High Point,82.0,85.0,,0,0,0
1740,2022-12-06,Boise St.,Eastern Oregon,90.0,54.0,,0,1,0
1741,2022-12-06,Montana,South Dakota St.,81.0,56.0,,0,1,0
1742,2022-12-06,Dartmouth,Vermont,52.0,68.0,,0,0,0
1743,2022-12-06,Boston College,New Hampshire,71.0,74.0,OT,0,0,0
1744,2022-12-06,SIU Edwardsville,Bradley,54.0,56.0,,0,0,0
1745,2022-12-06,UT Arlington,North Texas,57.0,60.0,,0,0,0
1746,2022-12-06,Pepperdine,Nevada,77.0,85.0,,0,0,0
1747,2022-12-06,Georgia Tech,Georgia,79.0,77.0,,0,1,0
1748,2022-12-06,Northern Iowa,Toledo,75.0,83.0,,0,0,0
1749,2022-12-06,Pacific,Northern Arizona,69.0,73.0,,0,0,0
1750,2022-12-06,Mount St. Mary's,American,61.0,69.0,,0,0,0
1751,2022-12-06,Kansas St.,Abilene Christian,81.0,64.0,,0,1,0
1752,2022-12-06,Southern Utah,West Coast Baptist,120.0,49.0,,0,1,0
1753,2022-12-06,UNC Wilmington,East Carolina,74.0,61.0,,0,1,0
1754,2022-12-06,Liberty,Virginia Lynchburg,101.0,49.0,,0,1,0
1755,2022-12-06,Valparaiso,Trinity Christian,96.0,60.0,,0,1,0
1756,2022-12-06,Iowa,Duke,62.0,74.0,,0,0,1
1757,2022-12-06,Air Force,South Dakota,79.0,58.0,,0,1,0
1758,2022-12-06,Baylor,Tarleton St.,80.0,57.0,,0,1,0
1759,2022-12-06,San Jose St.,Cal St. Bakersfield,58.0,48.0,,0,1,0
1760,2022-12-06,Texas,Illinois,78.0,85.0,OT,0,0,1
1761,2022-12-06,Iona,Saint Louis,84.0,62.0,,0,1,0
1762,2022-12-06,Oklahoma St.,Sam Houston St.,65.0,51.0,,0,1,0
1763,2022-12-06,Marquette,North Carolina Central,90.0,78.0,,0,1,0
1764,2022-12-06,Houston,North Florida,76.0,42.0,,0,1,0
1765,2022-12-06,N.C. State,Coppin St.,94.0,72.0,,0,1,0
1766,2022-12-06,Memphis,Little Rock,87.0,71.0,,0,1,0
1767,2022-12-06,Belmont,Trevecca Nazarene,83.0,53.0,,0,1,0
1768,2022-12-06,Idaho,North Dakota,76.0,66.0,,0,1,0
1769,2022-12-06,Tennessee St.,Boyce,103.0,49.0,,0,1,0
1770,2022-12-07,Southeast Missouri St.,Purdue Fort Wayne,68.0,89.0,,0,0,0
1771,2022-12-07,Washington St.,Northern Kentucky,68.0,47.0,,0,1,0
1772,2022-12-07,St. Bonaventure,Cleveland St.,61.0,42.0,,0,1,0
1773,2022-12-07,Tennessee,Eastern Kentucky,84.0,49.0,,0,1,0
1774,2022-12-07,Texas Tech,Nicholls St.,78.0,71.0,,0,1,0
1775,2022-12-07,Davidson,Western Carolina,72.0,64.0,,0,1,0
1776,2022-12-07,Clemson,Towson,80.0,75.0,,0,1,0
1777,2022-12-07,Georgetown,Siena,75.0,68.0,,0,1,0
1778,2022-12-07,Rhode Island,Brown,58.0,59.0,,0,0,0
1779,2022-12-07,UNLV,Hawaii,77.0,62.0,,0,1,0
1780,2022-12-07,Tulsa,Detroit Mercy,72.0,76.0,,0,0,0
1781,2022-12-07,California,Eastern Washington,48.0,50.0,,0,0,0
1782,2022-12-07,UNC Asheville,Warren Wilson,122.0,70.0,,0,1,0
1783,2022-12-07,Binghamton,Colgate,62.0,81.0,,0,0,0
1784,2022-12-07,Drake,Nebraska Omaha,78.0,65.0,,0,1,0
1785,2022-12-07,Stonehill,Rider,67.0,78.0,,0,0,0
1786,2022-12-07,Georgia Southern,Piedmont,91.0,47.0,,0,1,0
1787,2022-12-07,Central Michigan,Robert Morris,66.0,71.0,,0,0,0
1788,2022-12-07,Saint Mary's,Missouri St.,66.0,46.0,,0,1,0
1789,2022-12-07,Florida Atlantic,Florida Gulf Coast,85.0,53.0,,0,1,0
1790,2022-12-07,Holy Cross,Quinnipiac,71.0,75.0,,0,0,0
1791,2022-12-07,Cal Baptist,Weber St.,64.0,52.0,,0,1,0
1792,2022-12-07,San Francisco,Merrimack,69.0,51.0,,0,1,0
1793,2022-12-07,West Virginia,Navy,85.0,64.0,,0,1,0
1794,2022-12-07,Miami FL,Cornell,107.0,105.0,,0,1,0
1795,2022-12-07,Indiana,Nebraska,81.0,65.0,,1,1,0
1796,2022-12-07,Eastern Illinois,Ball St.,59.0,76.0,,0,0,0
1797,2022-12-07,Western Illinois,Iowa Wesleyan,84.0,73.0,,0,1,0
1798,2022-12-07,Notre Dame,Boston University,81.0,75.0,,0,1,0
1799,2022-12-07,Delaware,Delaware St.,77.0,69.0,,0,1,0
1800,2022-12-07,Seton Hall,Lincoln PA,82.0,55.0,,0,1,0
1801,2022-12-07,Illinois St.,Eastern Michigan,87.0,81.0,,0,1,0
1802,2022-12-07,Providence,Manhattan,99.0,59.0,,0,1,0
1803,2022-12-07,VMI,Carlow,106.0,67.0,,0,1,0
1804,2022-12-07,Southeastern Louisiana,Belhaven,107.0,71.0,,0,1,0
1805,2022-12-07,Evansville,Campbell,72.0,66.0,,0,1,0
1806,2022-12-07,Hampton,Loyola MD,66.0,61.0,,0,1,0
1807,2022-12-07,North Alabama,Alabama St.,71.0,63.0,,0,1,0
1808,2022-12-07,USC,Cal St. Fullerton,64.0,50.0,,0,1,0
1809,2022-12-07,Morgan St.,Penn St. Wilkes Barre,95.0,48.0,,0,1,0
1810,2022-12-07,Fresno St.,Cal St. Northridge,65.0,56.0,,0,1,0
1811,2022-12-07,Old Dominion,William & Mary,72.0,62.0,,0,1,0
1812,2022-12-07,Army,NJIT,63.0,62.0,,0,1,0
1813,2022-12-07,St. John's,DePaul,86.0,67.0,,1,1,0
1814,2022-12-07,Southern Indiana,Anderson IN,78.0,47.0,,0,1,0
1815,2022-12-07,VCU,Jacksonville,62.0,73.0,,0,0,0
1816,2022-12-07,Penn St.,Michigan St.,58.0,67.0,,1,0,0
1817,2022-12-07,Vanderbilt,Pittsburgh,75.0,74.0,,0,1,0
1818,2022-12-07,Texas A&M Corpus Chris,Texas Lutheran,100.0,63.0,,0,1,0
1819,2022-12-07,BYU,Utah Valley,60.0,75.0,,0,0,0
1820,2022-12-07,Fairfield,Sacred Heart,61.0,59.0,,0,1,0
1821,2022-12-07,Santa Clara,New Mexico St.,66.0,65.0,,0,1,0
1822,2022-12-07,Grand Canyon,Loyola Marymount,65.0,69.0,,0,0,0
1823,2022-12-07,Villanova,Penn,70.0,59.0,,0,1,0
1824,2022-12-07,Sacramento St.,Denver,87.0,85.0,OT,0,1,0
1825,2022-12-07,Southern Illinois,Indiana St.,71.0,74.0,,1,0,0
1826,2022-12-07,Florida,Connecticut,54.0,75.0,,0,0,0
1827,2022-12-07,SMU,Arizona St.,57.0,75.0,,0,0,0
1828,2022-12-07,Virginia Tech,Dayton,77.0,49.0,,0,1,0
1829,2022-12-08,Utah,Jacksonville St.,99.0,58.0,,0,1,0
1830,2022-12-08,Massachusetts,UMass Lowell,80.0,85.0,,0,0,0
1831,2022-12-08,Montana St.,St. Thomas,82.0,65.0,,0,1,0
1832,2022-12-08,Ohio St.,Rutgers,67.0,66.0,,1,1,0
1833,2022-12-08,Minnesota,Michigan,75.0,90.0,,1,0,0
1834,2022-12-08,Duquesne,Marshall,71.0,82.0,,0,0,0
1835,2022-12-08,Colorado,Colorado St.,93.0,65.0,,0,1,0
1836,2022-12-08,Maine,Maine Augusta,103.0,67.0,,0,1,0
1837,2022-12-08,Youngstown St.,Westminster PA,117.0,65.0,,0,1,0
1838,2022-12-08,St. Francis PA,St. Vincent,88.0,58.0,,0,1,0
1839,2022-12-08,Iowa,Iowa St.,75.0,56.0,,0,1,0
1840,2022-12-09,Gonzaga,Washington,77.0,60.0,,0,1,0
1842,2022-12-09,Central Connecticut,Dartmouth,59.0,50.0,,0,1,0
1843,2022-12-09,Bryant,Stony Brook,79.0,60.0,,0,1,0
1844,2022-12-09,Northern Iowa,McNeese St.,49.0,52.0,,0,0,0
1845,2022-12-09,Merrimack,New England,82.0,23.0,,0,1,0
1846,2022-12-09,Air Force,Arkansas St.,80.0,55.0,,0,1,0
1847,2022-12-09,Utah Tech,Chapman,99.0,58.0,,0,1,0
1848,2022-12-09,Alabama A&M,Lipscomb,63.0,59.0,,0,1,0
1849,2022-12-09,Vanderbilt,Grambling St.,62.0,64.0,,0,0,0
1850,2022-12-09,Columbia,Fairleigh Dickinson,73.0,76.0,OT,0,0,0
1851,2022-12-09,High Point,Queens,79.0,87.0,,0,0,0
1852,2022-12-09,Fordham,Binghamton,77.0,62.0,,0,1,0
1853,2022-12-10,Oral Roberts,Central Arkansas,111.0,78.0,,0,1,0
1854,2022-12-10,Portland,New Orleans,100.0,61.0,,0,1,0
1855,2022-12-10,South Dakota St.,Eastern Washington,77.0,76.0,,0,1,0
1856,2022-12-10,Western Kentucky,Wright St.,64.0,60.0,,0,1,0
1857,2022-12-10,Chattanooga,Johnson TN,97.0,47.0,,0,1,0
1858,2022-12-10,Ball St.,Evansville,88.0,69.0,,0,1,0
1859,2022-12-10,Stetson,Webber International,83.0,59.0,,0,1,0
1860,2022-12-10,Old Dominion,Gardner Webb,44.0,43.0,,0,1,0
1861,2022-12-10,UNC Wilmington,Jacksonville,81.0,53.0,,0,1,0
1862,2022-12-10,Wyoming,Louisiana Tech,92.0,65.0,,0,1,0
1863,2022-12-10,Princeton,Monmouth,91.0,54.0,,0,1,0
1864,2022-12-10,Quinnipiac,Lafayette,76.0,63.0,,0,1,0
1865,2022-12-10,Eastern Illinois,Western Illinois,75.0,79.0,,0,0,0
1866,2022-12-10,Michigan St.,Brown,68.0,50.0,,0,1,0
1867,2022-12-10,Cal St. Northridge,Northern Colorado,63.0,70.0,,0,0,0
1868,2022-12-10,Western Michigan,Illinois Chicago,56.0,62.0,,0,0,0
1869,2022-12-10,William & Mary,Norfolk St.,53.0,67.0,,0,0,0
1870,2022-12-10,Kentucky,Yale,69.0,59.0,,0,1,0
1871,2022-12-10,South Dakota,UC Irvine,71.0,83.0,,0,0,0
1872,2022-12-10,Miami FL,N.C. State,80.0,73.0,,1,1,0
1873,2022-12-10,Marist,Boston University,70.0,72.0,,0,0,0
1874,2022-12-10,North Dakota,Seattle,78.0,80.0,OT,0,0,0
1875,2022-12-10,Idaho St.,St. Thomas,70.0,76.0,,0,0,0
1876,2022-12-10,Robert Morris,Marshall,60.0,69.0,,0,0,0
1877,2022-12-10,La Salle,Drexel,58.0,65.0,OT,0,0,0
1878,2022-12-10,San Diego,Cal Baptist,73.0,76.0,,0,0,0
1879,2022-12-10,North Dakota St.,Montana,75.0,82.0,,0,0,0
1880,2022-12-10,George Washington,American,64.0,69.0,,0,0,0
1881,2022-12-10,California,Butler,58.0,82.0,,0,0,0
1882,2022-12-10,Houston Christian,UT Rio Grande Valley,82.0,95.0,,0,0,0
1883,2022-12-10,Delaware St.,Georgian Court,69.0,75.0,,0,0,0
1884,2022-12-10,Southern Utah,Cal St. Fullerton,67.0,60.0,,0,1,1
1885,2022-12-10,Connecticut,LIU,114.0,61.0,,0,1,0
1886,2022-12-10,Clemson,Loyola Chicago,58.0,76.0,,0,0,1
1887,2022-12-10,UCLA,Denver,87.0,64.0,,0,1,0
1888,2022-12-10,UT Arlington,Texas St.,65.0,71.0,,0,0,1
1889,2022-12-10,Texas,Arkansas Pine Bluff,88.0,43.0,,0,1,0
1890,2022-12-10,Buffalo,Tulane,63.0,88.0,,0,0,1
1891,2022-12-10,Creighton,BYU,80.0,83.0,,0,0,1
1892,2022-12-10,Boston College,Villanova,56.0,77.0,,0,0,1
1893,2022-12-10,Loyola Marymount,Utah St.,67.0,79.0,,0,0,1
1894,2022-12-10,SMU,TCU,75.0,83.0,,0,0,1
1895,2022-12-10,Auburn,Memphis,73.0,82.0,,0,0,1
1896,2022-12-10,Arizona,Indiana,89.0,75.0,,0,1,1
1897,2022-12-10,Saint Mary's,San Diego St.,68.0,61.0,,0,1,1
1898,2022-12-10,Duke,Maryland Eastern Shore,82.0,55.0,,0,1,0
1899,2022-12-10,West Virginia,UAB,81.0,70.0,,0,1,0
1900,2022-12-10,LSU,Wake Forest,72.0,70.0,,0,1,1
1901,2022-12-10,Arkansas,Oklahoma,88.0,78.0,,0,1,1
1902,2022-12-10,Northern Arizona,Utah Valley,75.0,80.0,OT,0,0,0
1903,2022-12-10,Cleveland St.,Kent St.,58.0,67.0,,0,0,0
1904,2022-12-10,Pepperdine,UC Santa Barbara,64.0,67.0,OT,0,0,0
1905,2022-12-10,Missouri St.,Purdue Fort Wayne,61.0,65.0,,0,0,0
1906,2022-12-10,Mount St. Mary's,Loyola MD,51.0,34.0,,0,1,0
1907,2022-12-10,Bellarmine,Murray St.,69.0,58.0,,0,1,0
1908,2022-12-10,Rhode Island,Army,77.0,67.0,,0,1,0
1909,2022-12-10,USC Upstate,South Carolina St.,89.0,84.0,OT,0,1,0
1910,2022-12-10,UMBC,Morgan St.,75.0,63.0,,0,1,0
1911,2022-12-10,Western Carolina,Brevard,99.0,55.0,,0,1,0
1912,2022-12-10,Pittsburgh,Sacred Heart,91.0,66.0,,0,1,0
1913,2022-12-10,North Florida,Bethune Cookman,88.0,48.0,,0,1,0
1914,2022-12-10,Sacramento St.,Long Beach St.,76.0,74.0,,0,1,0
1915,2022-12-10,Northwestern St.,Louisiana Monroe,91.0,73.0,,0,1,0
1916,2022-12-10,Georgia Southern,Wofford,79.0,57.0,,0,1,0
1917,2022-12-10,Florida St.,Louisville,75.0,53.0,,1,1,0
1918,2022-12-10,New Mexico,UTSA,94.0,76.0,,0,1,0
1919,2022-12-10,Weber St.,St. Martin's,82.0,58.0,,0,1,0
1920,2022-12-10,Abilene Christian,Texas A&M Commerce,83.0,64.0,,0,1,0
1921,2022-12-10,Pacific,Fresno St.,76.0,72.0,,0,1,0
1922,2022-12-10,Saint Joseph's,Saint Peter's,73.0,57.0,,0,1,0
1923,2022-12-10,Southern,LSU Alexandria,98.0,76.0,,0,1,0
1924,2022-12-10,Florida Gulf Coast,Mercer,67.0,62.0,,0,1,0
1925,2022-12-10,Illinois St.,SIU Edwardsville,77.0,71.0,,0,1,0
1926,2022-12-10,Coastal Carolina,Regent,102.0,39.0,,0,1,0
1927,2022-12-10,Belmont,Middle Tennessee,75.0,85.0,OT,0,0,0
1928,2022-12-10,Colgate,Vermont,72.0,73.0,,0,0,0
1929,2022-12-10,Grand Canyon,North Texas,58.0,60.0,,0,0,0
1930,2022-12-10,Saint Louis,Boise St.,52.0,57.0,,0,0,0
1931,2022-12-10,Nebraska,Purdue,62.0,65.0,OT,1,0,0
1932,2022-12-10,Santa Clara,San Jose St.,64.0,75.0,,0,0,0
1933,2022-12-10,Missouri,Kansas,67.0,95.0,,0,0,0
1934,2022-12-10,Cincinnati,Xavier,77.0,80.0,,0,0,0
1935,2022-12-10,Illinois,Penn St.,59.0,74.0,,1,0,0
1936,2022-12-10,Green Bay,UMKC,70.0,64.0,,0,1,0
1937,2022-12-10,Providence,Albany,93.0,55.0,,0,1,0
1938,2022-12-10,Richmond,Drake,82.0,52.0,,0,1,0
1939,2022-12-10,VMI,Radford,77.0,74.0,,0,1,0
1940,2022-12-10,Oregon,Nevada,78.0,65.0,,0,1,0
1941,2022-12-10,North Carolina,Georgia Tech,75.0,59.0,,1,1,0
1942,2022-12-10,Tulsa,Central Michigan,70.0,63.0,,0,1,0
1943,2022-12-10,Northeastern,Holy Cross,59.0,58.0,,0,1,0
1944,2022-12-10,Cal Poly,Portland St.,72.0,49.0,,0,1,0
1945,2022-12-10,Eastern Kentucky,Boyce,140.0,79.0,,0,1,0
1946,2022-12-10,Houston,Alabama,65.0,71.0,,0,0,0
1947,2022-12-10,Wichita St.,Longwood,81.0,63.0,,0,1,0
1948,2022-12-10,Charlotte,Detroit Mercy,82.0,80.0,OT,0,1,0
1949,2022-12-10,Troy,Tennessee Tech,87.0,64.0,,0,1,0
1950,2022-12-10,St. John's,New Hampshire,64.0,51.0,,0,1,0
1951,2022-12-10,UNLV,Washington St.,74.0,70.0,,0,1,0
1952,2022-12-10,Dayton,UNC Asheville,79.0,56.0,,0,1,0
1953,2022-12-10,Mississippi,Valparaiso,98.0,61.0,,0,1,0
1954,2022-12-10,Louisiana,Samford,75.0,58.0,,0,1,0
1955,2022-12-10,Toledo,Canisius,69.0,68.0,,0,1,0
1956,2022-12-10,Montana St.,Nebraska Omaha,82.0,54.0,,0,1,0
1957,2022-12-10,James Madison,Gallaudet,106.0,43.0,,0,1,0
1958,2022-12-10,UMass Lowell,St. Francis NY,68.0,59.0,,0,1,0
1959,2022-12-10,Southern Illinois,Alcorn St.,74.0,68.0,,0,1,0
1960,2022-12-10,Penn,Temple,77.0,57.0,,0,1,0
1961,2022-12-10,Furman,Winthrop,82.0,67.0,,0,1,0
1962,2022-12-10,DePaul,UTEP,91.0,70.0,,0,1,0
1963,2022-12-10,Southern Miss,Lamar,95.0,59.0,,0,1,0
1964,2022-12-10,Syracuse,Georgetown,83.0,64.0,,0,1,0
1965,2022-12-11,Tennessee,Maryland,56.0,53.0,,0,1,1
1966,2022-12-11,Elon,Johnson & Wales NC,101.0,69.0,,0,1,0
1967,2022-12-11,Milwaukee,North Park,92.0,63.0,,0,1,0
1968,2022-12-11,Manhattan,Bryant,97.0,104.0,OT,0,0,0
1969,2022-12-11,Idaho,UC Riverside,74.0,76.0,,0,0,0
1970,2022-12-11,VCU,Howard,70.0,60.0,,0,1,0
1971,2022-12-11,South Carolina,Presbyterian,68.0,57.0,,0,1,0
1972,2022-12-11,Hampton,Bowling Green,72.0,86.0,,0,0,0
1973,2022-12-11,Tennessee St.,Lipscomb,90.0,85.0,,0,1,0
1974,2022-12-11,Akron,Jackson St.,85.0,72.0,,0,1,0
1975,2022-12-11,Delaware,Siena,75.0,64.0,,0,1,0
1976,2022-12-11,Stephen F. Austin,Paul Quinn,103.0,40.0,,0,1,0
1977,2022-12-11,Morehead St.,East Tennessee St.,61.0,57.0,,0,1,0
1978,2022-12-11,Rutgers,Seton Hall,43.0,45.0,,0,0,0
1979,2022-12-11,Northwestern,Prairie View A&M,61.0,51.0,,0,1,0
1980,2022-12-11,Towson,Navy,69.0,71.0,OT,0,0,0
