,Date,Team,Score,Opponent,Opponent Score,Location,Spread,OU
2222,2023-11-25,Wichita St.,76.06394,Norfolk St.,67.021355,0,9.042587,143.0853
3643,2023-11-25,William & Mary,70.49573,UMBC,70.63502,0,-0.13928986,141.13074
977,2023-11-25,Bradley,68.645226,Vermont,59.841816,0,8.80341,128.48705
1062,2023-11-25,Lafayette,66.1538,Monmouth,67.125725,1,-0.9719238,133.27953
4168,2023-11-25,St. Bonaventure,77.33151,Miami OH,63.614086,0,13.717426,140.9456
4368,2023-11-25,Delaware St.,70.96417,Bethune Cookman,66.87586,1,4.0883102,137.84003
2257,2023-11-25,Liberty,77.1032,Maryland Eastern Shore,54.814484,0,22.28872,131.9177
3666,2023-11-25,Wagner,71.383766,NJIT,58.510075,0,12.873692,129.89384
4240,2023-11-25,Mount St. Mary's,70.63798,Howard,66.64514,0,3.992836,137.28311
4995,2023-11-25,Chicago St.,76.135414,Tennessee Martin,73.85488,0,2.2805328,149.9903
4204,2023-11-25,DePaul,78.23687,Northern Illinois,70.41122,0,7.825653,148.64809
4250,2023-11-25,Cleveland St.,77.61383,Alabama A&M,64.91,0,12.703827,142.52383
3775,2023-11-25,Maryland,74.71128,South Alabama,55.81506,0,18.896221,130.52634
3035,2023-11-25,Penn,72.35644,Belmont,75.96008,0,-3.6036453,148.31653
3473,2023-11-25,Charlotte,69.341774,Georgia St.,64.060616,0,5.2811584,133.40239
59,2023-11-25,Drake,75.85022,Texas Southern,66.12003,0,9.730186,141.97025
358,2023-11-25,Missouri,83.47604,Loyola MD,67.20609,0,16.26995,150.68213
4044,2023-11-25,Richmond,75.50654,Queens,72.24466,0,3.261879,147.75119
1462,2023-11-25,Valparaiso,69.29458,Southern,65.181526,0,4.1130524,134.4761
3446,2023-11-25,Green Bay,70.63024,St. Thomas,77.183235,0,-6.552994,147.81348
3848,2023-11-25,Binghamton,71.82456,Army,65.59499,0,6.2295685,137.41956
1972,2023-11-25,Longwood,73.12911,Lamar,61.43373,0,11.695381,134.56284
1245,2023-11-25,San Diego St.,71.44511,California,56.946514,1,14.498592,128.39162
3486,2023-11-25,Bowling Green,75.88666,Lipscomb,77.94771,1,-2.0610504,153.83437
3981,2023-11-25,Princeton,74.64565,Northeastern,63.73116,0,10.914494,138.37682
4676,2023-11-25,Georgetown,76.99997,Jackson St.,72.325836,0,4.6741333,149.3258
1445,2023-11-25,UAB,83.38257,Furman,73.05128,0,10.331291,156.43384
3589,2023-11-25,Alabama St.,62.22809,Merrimack,62.054028,1,0.17406082,124.28212
1818,2023-11-25,Saint Francis,64.53316,Niagara,67.518196,0,-2.9850388,132.05136
3059,2023-11-25,Missouri St.,82.766235,South Carolina St.,67.97018,0,14.796059,150.73642
2076,2023-11-25,George Mason,68.641884,East Carolina,63.3763,0,5.265583,132.01819
3594,2023-11-25,Saint Louis,80.12203,Dartmouth,71.325035,0,8.796997,151.44707
1182,2023-11-25,Central Arkansas,78.246346,Eastern Michigan,79.76437,0,-1.5180283,158.01071
4827,2023-11-25,Northern Kentucky,84.63621,LIU,68.25586,0,16.380348,152.89206
4832,2023-11-25,Jacksonville,69.02201,Fairleigh Dickinson,59.03183,1,9.990181,128.05383
1726,2023-11-25,Western Kentucky,74.389595,Canisius,67.45548,1,6.9341125,141.84508
4864,2023-11-25,UTSA,77.729485,Incarnate Word,70.993385,0,6.7360992,148.72287
3241,2023-11-25,Southeast Missouri St.,74.56046,Evansville,74.18972,1,0.3707428,148.75018
2037,2023-11-25,Little Rock,78.05737,Tulsa,75.92237,0,2.1350021,153.97974
3876,2023-11-25,St. John's,83.99591,Holy Cross,65.5978,0,18.39811,149.59372
3893,2023-11-26,La Salle,80.977745,Coppin St.,68.4698,0,12.507942,149.44754
3611,2023-11-26,Rhode Island,66.33834,Yale,66.757484,0,-0.41914368,133.09583
1631,2023-11-26,Pacific,78.558846,Mississippi Valley St.,61.64179,0,16.917057,140.20064
4838,2023-11-26,Robert Morris,70.962715,Fairleigh Dickinson,68.57898,0,2.3837357,139.54169
3378,2023-11-26,Nebraska,75.158195,Cal St. Fullerton,61.76622,0,13.391975,136.92441
4306,2023-11-26,Eastern Michigan,68.726906,North Dakota,75.75309,1,-7.026184,144.48
4906,2023-11-26,UCF,74.54636,Stetson,58.5489,0,15.997456,133.09526
4366,2023-11-26,Longwood,76.11661,Bethune Cookman,64.18353,0,11.933075,140.30014
2794,2023-11-26,Seattle,77.47083,UC San Diego,68.20462,0,9.266212,145.67545
3674,2023-11-26,Siena,71.73489,Albany,67.07742,0,4.6574707,138.81232
3027,2023-11-26,Texas A&M Commerce,73.39106,Denver,68.94135,0,4.449707,142.33241
3394,2023-11-26,Montana St.,62.982594,Long Beach St.,74.97916,0,-11.996563,137.96175
2963,2023-11-26,Western Kentucky,70.589386,UNC Asheville,68.61686,1,1.9725266,139.20624
3817,2023-11-26,Indiana,74.7789,Harvard,59.320908,0,15.457993,134.09981
1120,2023-11-26,Old Dominion,63.41624,Drexel,62.198017,0,1.2182236,125.61426
3043,2023-11-26,Lafayette,65.61554,Belmont,75.41895,1,-9.803413,141.03448
1195,2023-11-26,Chattanooga,86.99865,Southeast Missouri St.,76.106285,0,10.8923645,163.10493
2002,2023-11-26,SMU,76.799706,Louisiana Monroe,65.181885,0,11.617821,141.9816
4696,2023-11-26,Appalachian St.,71.16793,Austin Peay,63.26265,0,7.905281,134.43057
1054,2023-11-26,Penn,76.87324,Monmouth,70.824554,0,6.048683,147.69778
5044,2023-11-26,Western Carolina,75.97394,North Alabama,73.297264,0,2.676674,149.27121
2841,2023-11-26,Kent St.,74.063545,Charleston,77.27096,0,-3.2074127,151.3345
3152,2023-11-26,Lipscomb,73.30557,Wofford,71.49303,1,1.8125458,144.7986
4653,2023-11-26,Coastal Carolina,76.52546,North Carolina Central,70.84728,0,5.678177,147.37274
4021,2023-11-26,FIU,75.32964,Kennesaw St.,69.51566,0,5.81398,144.8453
2756,2023-11-26,West Virginia,78.59614,Bellarmine,62.620472,0,15.975666,141.21661
2292,2023-11-26,Lamar,66.87316,Delaware St.,66.19824,1,0.6749191,133.07141
1398,2023-11-26,UC Davis,71.69357,Sacramento St.,64.56038,0,7.133194,136.25395
4868,2023-11-26,Jacksonville St.,76.988106,Incarnate Word,60.18565,1,16.802456,137.17375
5147,2023-11-26,Canisius,73.11146,Bowling Green,76.9665,1,-3.8550415,150.07796
344,2023-11-26,Colorado,80.124176,Iona,65.499756,0,14.62442,145.62393
185,2023-11-26,San Francisco,71.29526,Minnesota,62.434845,0,8.860413,133.7301
295,2023-11-26,Saint Joseph's,82.96743,Sacred Heart,71.50513,0,11.462303,154.47256
264,2023-11-26,Quinnipiac,73.304405,Stonehill,67.18106,0,6.1233444,140.48547
537,2023-11-26,Central Arkansas,80.2651,New Orleans,84.26151,0,-3.9964142,164.52661
824,2023-11-26,South Dakota,64.12514,Air Force,66.26728,0,-2.1421432,130.39243
513,2023-11-26,Louisville,72.64011,New Mexico St.,65.390045,0,7.250061,138.03015
750,2023-11-26,Texas,79.548935,Wyoming,59.093548,0,20.455387,138.64249
861,2023-11-26,Towson,81.1424,Morgan St.,67.37412,0,13.76828,148.51653
670,2023-11-27,Lindenwood,71.604256,Utah Tech,74.81366,0,-3.209404,146.41791
863,2023-11-27,Fresno St.,67.513145,UC Santa Barbara,57.346264,0,10.166882,124.859406
2458,2023-11-27,Saint Mary's,63.958637,Utah,58.76582,0,5.1928177,122.72446
4197,2023-11-27,Northwestern,79.83872,Northern Illinois,59.604126,0,20.234596,139.44284
4582,2023-11-27,Xavier,89.18081,Oakland,67.07252,0,22.108292,156.25333
1712,2023-11-27,Connecticut,85.35795,New Hampshire,56.844894,0,28.513054,142.20285
3073,2023-11-27,Elon,65.73818,Presbyterian,64.97953,0,0.75865173,130.71771
3650,2023-11-27,Hampton,75.55738,UMBC,75.26119,0,0.29618835,150.81857
2137,2023-11-27,Rutgers,72.139946,Saint Peter's,55.58167,0,16.558277,127.72162
2392,2023-11-27,Washington St.,74.00437,Eastern Washington,69.157196,0,4.8471756,143.16156
5109,2023-11-27,Fordham,73.5458,Manhattan,62.949512,0,10.596287,136.49532
1947,2023-11-27,Wisconsin,76.839195,Western Illinois,52.09847,0,24.740726,128.93767
2019,2023-11-27,TCU,100.28945,Houston Christian,58.425064,0,41.864388,158.71451
2636,2023-11-27,Eastern Kentucky,78.961624,Troy,70.94115,0,8.020477,149.90277
2540,2023-11-27,San Jose St.,72.54604,North Dakota St.,68.13305,0,4.4129944,140.6791
4003,2023-11-28,Michigan St.,77.04377,Georgia Southern,55.321453,0,21.722317,132.36522
1907,2023-11-28,Alabama,83.54675,Clemson,71.512085,0,12.034668,155.05884
2787,2023-11-28,Washington,78.593895,UC San Diego,65.238396,0,13.355499,143.83229
2118,2023-11-28,Maryland,79.63427,Rider,58.412655,0,21.221615,138.04692
1133,2023-11-28,Norfolk St.,72.02761,William & Mary,65.771675,0,6.2559357,137.79929
882,2023-11-28,Pepperdine,79.2572,Idaho St.,68.3046,0,10.952599,147.5618
4512,2023-11-28,Howard,67.88864,Cincinnati,75.91363,0,-8.024986,143.80228
3200,2023-11-28,Indiana St.,71.41485,Southern Illinois,61.116558,0,10.29829,132.5314
1851,2023-11-28,Kentucky,76.11422,Miami FL,68.89068,0,7.2235413,145.0049
1655,2023-11-28,Portland St.,87.80878,Portland,82.692116,0,5.116661,170.50089
5019,2023-11-28,Providence,76.49558,Wagner,56.234837,0,20.260746,132.73042
957,2023-11-28,Saint Louis,76.44156,Utah St.,68.98258,0,7.4589767,145.42413
52,2023-11-28,Purdue,89.62318,Texas Southern,58.137844,0,31.485332,147.76102
1873,2023-11-28,Mississippi,65.30923,N.C. State,66.587776,0,-1.2785492,131.897
2186,2023-11-28,Loyola Chicago,81.29713,Chicago St.,60.58945,0,20.707676,141.88658
1395,2023-11-28,Louisiana Monroe,72.69195,Northwestern St.,66.669624,0,6.0223236,139.36157
2190,2023-11-28,UAB,80.953865,McNeese St.,72.69449,0,8.259377,153.64835
4754,2023-11-28,Kansas,88.58254,Eastern Illinois,58.093403,0,30.48914,146.67595
4681,2023-11-28,Arkansas St.,71.609375,Jackson St.,68.57345,0,3.0359268,140.18283
3044,2023-11-28,Furman,94.34385,South Carolina St.,76.31293,0,18.030922,170.65677
4349,2023-11-28,Kansas St.,83.904755,Oral Roberts,67.23466,0,16.670097,151.1394
1766,2023-11-28,Syracuse,68.191864,LSU,67.55999,0,0.6318741,135.75186
3092,2023-11-28,Tennessee Tech,65.30219,Western Carolina,74.674614,0,-9.372421,139.9768
1370,2023-11-28,Baylor,93.67254,Nicholls St.,59.65553,0,34.01701,153.32806
4134,2023-11-28,Little Rock,78.95481,Ball St.,77.866295,0,1.0885162,156.8211
1928,2023-11-28,South Carolina,71.08286,Notre Dame,56.544983,0,14.53788,127.627846
919,2023-11-28,Gonzaga,83.43731,Cal St. Bakersfield,63.727314,0,19.709995,147.16463
1463,2023-11-28,Marquette,88.339905,Southern,60.20779,0,28.132114,148.5477
2724,2023-11-28,Pittsburgh,74.88053,Missouri,68.73145,0,6.1490784,143.61198
2694,2023-11-28,Georgia Tech,61.079914,Mississippi St.,67.38479,0,-6.3048744,128.4647
4148,2023-11-28,UNLV,74.30128,Akron,63.024677,0,11.2766,137.32596
4473,2023-11-28,The Citadel,72.31067,Charleston Southern,68.44236,0,3.868309,140.75302
1758,2023-11-29,North Carolina,71.72735,Tennessee,65.32331,0,6.4040375,137.05066
4618,2023-11-29,Northern Kentucky,65.29434,Robert Morris,56.52534,0,8.769001,121.81969
3713,2023-11-29,Stonehill,66.75092,UMass Lowell,73.90371,0,-7.1527863,140.65463
4933,2023-11-29,Iowa,94.30167,North Florida,71.405846,0,22.89582,165.70752
1981,2023-11-29,Virginia,62.189632,Texas A&M,57.338306,0,4.851326,119.52794
3135,2023-11-29,Lipscomb,77.640114,Chattanooga,76.246056,0,1.3940582,153.88617
851,2023-11-29,High Point,81.43806,Morgan St.,74.36155,0,7.0765076,155.7996
1945,2023-11-29,Auburn,77.257805,Virginia Tech,64.137115,0,13.120689,141.39493
319,2023-11-29,Harvard,67.84928,American,64.41871,0,3.4305725,132.26799
4597,2023-11-29,Detroit Mercy,75.706276,Oakland,73.44908,0,2.2571945,149.15536
1241,2023-11-29,James Madison,80.531654,Buffalo,72.39204,0,8.139618,152.92369
4808,2023-11-29,Florida St.,74.149864,Georgia,69.67699,0,4.4728775,143.82684
479,2023-11-29,Stephen F. Austin,76.167786,Tarleton St.,63.744232,0,12.423553,139.91202
3691,2023-11-29,Colgate,80.401306,Binghamton,69.59076,0,10.810547,149.99207
774,2023-11-29,Cal Poly,55.614838,San Jose St.,64.8366,0,-9.221764,120.45144
2284,2023-11-29,Queens,75.0893,Gardner Webb,69.3933,0,5.695999,144.4826
474,2023-11-29,Charlotte,64.92401,Davidson,61.25031,0,3.6737022,126.17432
4415,2023-11-29,FIU,80.861565,Florida Gulf Coast,73.75405,0,7.1075134,154.61562
635,2023-11-29,UT Arlington,73.1509,Abilene Christian,68.52823,0,4.622673,141.67914
1151,2023-11-29,Jacksonville,66.351814,Campbell,57.39729,0,8.954525,123.7491
3118,2023-11-29,Navy,73.131645,VMI,62.170094,0,10.961552,135.30174
2661,2023-11-29,Wake Forest,73.2674,Florida,74.12149,0,-0.8540878,147.38889
3041,2023-11-29,Northern Iowa,78.87151,Belmont,75.04777,0,3.8237457,153.91928
1128,2023-11-29,Lafayette,59.35005,Drexel,65.39035,0,-6.0402985,124.7404
4439,2023-11-29,Army,69.62338,Central Connecticut,66.97742,0,2.6459656,136.6008
5098,2023-11-29,Iona,75.6076,Marist,63.431675,0,12.175922,139.03928
365,2023-11-29,Columbia,74.306496,Loyola MD,71.2205,0,3.0859985,145.527
3023,2023-11-29,Idaho,74.118065,Denver,77.79124,0,-3.673172,151.9093
3839,2023-11-29,Albany,68.51114,Boston University,65.45029,0,3.060852,133.96143
2469,2023-11-29,Colorado St.,71.82392,Colorado,72.34157,0,-0.5176468,144.1655
5012,2023-11-29,Loyola Marymount,92.71817,Central Arkansas,72.31974,0,20.39843,165.0379
390,2023-11-29,Temple,70.74061,La Salle,66.21403,0,4.526581,136.95464
1425,2023-11-29,Tulane,84.086,Prairie View A&M,68.63897,0,15.447029,152.72498
723,2023-11-29,Appalachian St.,71.89414,East Tennessee St.,61.09302,0,10.801121,132.98717
3923,2023-11-29,Arkansas,77.673515,Duke,71.63,0,6.043518,149.30351
332,2023-11-29,Bucknell,65.109955,Princeton,75.29245,0,-10.182495,140.4024
3183,2023-11-29,Wright St.,83.824455,IUPUI,67.961754,0,15.862701,151.78621
3364,2023-11-29,Pacific,79.877174,Cal St. Northridge,70.981674,0,8.8955,150.85886
564,2023-11-29,Utah Valley,71.14463,Seattle,70.27002,0,0.8746109,141.41464
2407,2023-11-29,USC,83.179375,Eastern Washington,64.73617,0,18.443207,147.91554
1579,2023-11-29,Lehigh,76.84905,Saint Francis,70.12083,0,6.7282257,146.96988
2095,2023-11-29,Youngstown St.,74.98743,Cleveland St.,70.94036,0,4.0470657,145.9278
2099,2023-11-29,Yale,78.87311,Stony Brook,62.337524,0,16.535583,141.21063
3638,2023-11-29,Holy Cross,67.05637,Maine,69.400665,0,-2.3442917,136.45703
3582,2023-11-29,Georgetown,74.27532,Merrimack,57.47623,0,16.799091,131.75156
4892,2023-11-29,San Diego,75.275246,Northern Colorado,76.19007,0,-0.91482544,151.46532
19,2023-11-29,Austin Peay,69.410774,Morehead St.,66.05649,0,3.3542862,135.46725
3332,2023-11-29,Nevada,76.56077,Montana,61.221573,0,15.339195,137.78235
2754,2023-11-29,Louisville,72.5784,Bellarmine,63.854645,0,8.723755,136.43304
1416,2023-11-29,Murray St.,68.10723,Bradley,69.07966,0,-0.97242737,137.18689
3238,2023-11-29,Missouri St.,76.244194,Evansville,59.360493,0,16.883701,135.60469
422,2023-11-29,SMU,63.071056,Dayton,62.608578,0,0.46247864,125.679634
572,2023-11-29,UT Rio Grande Valley,64.480835,Grand Canyon,70.95095,0,-6.4701157,135.4318
2949,2023-11-29,Valparaiso,58.824596,Drake,71.116325,0,-12.291729,129.94092
501,2023-11-29,New Mexico,76.98438,Louisiana Tech,64.0256,0,12.958786,141.00998
1843,2023-11-29,Vanderbilt,76.419426,Boston College,64.899635,0,11.519791,141.31906
3660,2023-11-29,George Mason,73.729164,NJIT,60.539856,0,13.189308,134.26901
4213,2023-11-29,Ohio St.,83.45839,Central Michigan,60.137012,0,23.321377,143.5954
675,2023-11-29,Duquesne,68.23554,UC Irvine,63.68468,0,4.5508614,131.92023
589,2023-11-29,Southern Utah,67.79114,Cal Baptist,67.78678,0,0.0043563843,135.57791
3593,2023-11-29,Vermont,75.41711,Dartmouth,66.5704,0,8.84671,141.9875
1025,2023-11-29,Villanova,82.15148,Saint Joseph's,67.98008,0,14.171402,150.13156
4711,2023-11-29,Purdue Fort Wayne,76.84787,Green Bay,69.17606,0,7.6718063,146.02393
4876,2023-11-29,UTEP,72.74317,Texas A&M Corpus Chris,64.492134,0,8.251038,137.2353
1056,2023-11-29,Cornell,84.55689,Monmouth,73.58952,0,10.967369,158.14642
2558,2023-11-29,Arizona St.,68.68048,Sam Houston St.,60.83546,0,7.8450203,129.51595
3980,2023-11-29,Seton Hall,73.254974,Northeastern,58.02756,0,15.227413,131.28253
1615,2023-11-29,UC Santa Barbara,73.71998,Northern Arizona,66.816,0,6.9039764,140.53598
2212,2023-11-29,Old Dominion,66.30224,Radford,62.80058,0,3.5016594,129.10281
2148,2023-11-29,Wichita St.,69.79475,Richmond,65.12542,0,4.669327,134.92017
2865,2023-11-29,Alabama A&M,71.73428,Tennessee St.,75.29819,0,-3.5639038,147.03247
3966,2023-11-29,Coastal Carolina,76.56977,USC Upstate,74.7493,0,1.8204727,151.31906
3280,2023-11-30,Illinois Chicago,68.31843,Illinois St.,66.3266,0,1.9918289,134.64502
4377,2023-11-30,Oklahoma,81.76608,Arkansas Pine Bluff,55.322933,0,26.44315,137.08902
3652,2023-11-30,Coppin St.,72.83549,UMBC,80.32166,0,-7.4861755,153.15715
527,2023-11-30,Minnesota,83.408264,New Orleans,70.03295,0,13.375313,153.44122
4990,2023-11-30,Rice,91.897095,Tennessee Martin,76.56899,0,15.328102,168.4661
2413,2023-11-30,UCLA,74.33172,UC Riverside,51.857105,0,22.474613,126.18883
1192,2023-11-30,UMKC,76.389885,Southeast Missouri St.,66.99239,0,9.397491,143.38228
1078,2023-11-30,East Carolina,73.37995,UNC Wilmington,64.06303,0,9.316925,137.44298
1967,2023-11-30,UTSA,75.79955,Lamar,69.29299,0,6.5065613,145.09254
4834,2023-11-30,Fordham,78.02702,Fairleigh Dickinson,66.69494,0,11.332085,144.72195
4087,2023-11-30,North Alabama,75.937065,Tennessee Tech,68.54368,0,7.393387,144.48074
5066,2023-11-30,Oregon St.,68.29247,UC Davis,68.590034,0,-0.29756165,136.8825
1342,2023-11-30,Oklahoma St.,69.96665,Creighton,71.75482,0,-1.7881699,141.72147
2975,2023-11-30,Hofstra,73.93942,South Florida,70.22354,0,3.7158813,144.16296
1707,2023-11-30,Sacred Heart,74.776085,New Hampshire,72.36577,0,2.4103165,147.14185
4463,2023-11-30,Florida Atlantic,72.41965,Liberty,61.723343,0,10.696304,134.14299
3751,2023-11-30,Texas,77.28497,Texas St.,56.49377,0,20.791203,133.77875
3776,2023-11-30,Jacksonville St.,65.80365,South Alabama,63.58556,0,2.21809,129.3892
3792,2023-11-30,Samford,75.366615,Louisiana,73.44982,0,1.9167938,148.81644
1217,2023-11-30,Butler,59.642666,Texas Tech,67.18557,0,-7.542904,126.82823
2295,2023-11-30,Chicago St.,73.41815,Delaware St.,67.80271,0,5.6154404,141.22086
3409,2023-11-30,Utah,68.73116,Hawaii,58.134678,0,10.596485,126.865845
4099,2023-12-01,LSU,81.52801,Southeastern Louisiana,63.320908,0,18.2071,144.8489
814,2023-12-01,UC San Diego,63.799145,San Diego St.,71.70847,0,-7.9093285,135.50761
1354,2023-12-01,West Virginia,75.31632,St. John's,70.76029,0,4.5560303,146.07661
4526,2023-12-01,DePaul,61.877377,Iowa St.,62.643078,0,-0.7657013,124.520454
4797,2023-12-01,Canisius,75.16388,Quinnipiac,69.86923,0,5.294647,145.03311
4307,2023-12-01,Cal St. Fullerton,73.38395,North Dakota,66.20987,0,7.17408,139.59381
760,2023-12-01,BYU,72.99292,Fresno St.,60.67924,0,12.313679,133.67216
2624,2023-12-01,Manhattan,60.958923,Mount St. Mary's,63.271465,0,-2.312542,124.23039
351,2023-12-01,Fairfield,64.55233,Iona,67.34335,0,-2.7910233,131.89569
752,2023-12-01,Portland,79.66293,Wyoming,70.78793,0,8.875,150.45087
2655,2023-12-01,Brown,74.983734,Bryant,71.79723,0,3.1865005,146.78098
4124,2023-12-01,Maryland Eastern Shore,70.66775,Hampton,74.32848,0,-3.660736,144.99623
2115,2023-12-01,Siena,70.80179,Rider,66.18641,0,4.6153793,136.98819
2221,2023-12-01,VCU,76.364685,Norfolk St.,62.164127,0,14.200558,138.52881
4528,2023-12-01,Xavier,71.93191,Houston,71.01284,0,0.9190674,142.94475
451,2023-12-01,South Carolina,78.7402,George Washington,64.5127,0,14.227493,143.2529
4958,2023-12-01,Troy,73.80893,SIU Edwardsville,72.57789,0,1.231041,146.38681
3503,2023-12-01,Little Rock,75.38159,Arkansas St.,72.158356,0,3.223236,147.53995
1065,2023-12-01,South Dakota St.,74.87202,Towson,66.37173,0,8.50029,141.24374
4601,2023-12-01,Northwestern,64.87747,Purdue,67.10778,0,-2.2303085,131.98526
1674,2023-12-01,Boise St.,64.07377,Saint Mary's,66.21826,0,-2.144493,130.29202
2139,2023-12-01,Niagara,59.490204,Saint Peter's,55.897884,0,3.5923195,115.38809
2931,2023-12-01,UAB,73.71332,Southern Miss,64.98004,0,8.733276,138.69336
4871,2023-12-01,Bethune Cookman,72.74004,Incarnate Word,73.105385,0,-0.3653412,145.84543
3158,2023-12-01,Georgia,77.716225,Mercer,60.021545,0,17.69468,137.73776
2375,2023-12-01,Indiana,68.29467,Maryland,64.01295,0,4.281723,132.30762
1274,2023-12-01,Kansas,76.424644,Connecticut,68.060905,0,8.363739,144.48555
2839,2023-12-01,Liberty,70.32742,Charleston,68.56287,1,1.7645569,138.89029
3440,2023-12-01,Western Michigan,70.87937,St. Thomas,73.82263,0,-2.9432602,144.702
3476,2023-12-02,Kennesaw St.,71.76984,Georgia St.,69.430275,0,2.3395615,141.2001
1927,2023-12-02,Miami FL,79.120605,Notre Dame,60.324177,0,18.796429,139.44478
1131,2023-12-02,Richmond,77.21934,William & Mary,62.295742,0,14.923595,139.51508
3538,2023-12-02,Bradley,72.696754,Indiana St.,68.18952,0,4.5072327,140.88628
3426,2023-12-02,Ohio,77.433754,Delaware,69.4491,0,7.9846573,146.88284
3516,2023-12-02,Evansville,62.293365,Northern Iowa,73.388336,0,-11.094971,135.6817
674,2023-12-02,Utah St.,67.378456,UC Irvine,63.326275,0,4.0521812,130.70473
3482,2023-12-02,UCF,76.03869,Lipscomb,62.31714,0,13.72155,138.35583
4722,2023-12-02,Idaho St.,73.77722,Lindenwood,64.061226,0,9.715996,137.83844
1634,2023-12-02,North Texas,74.04673,Mississippi Valley St.,51.742504,0,22.304226,125.78923
3973,2023-12-02,North Carolina Central,70.61695,USC Upstate,71.69042,0,-1.0734711,142.30737
1599,2023-12-02,Oakland,77.07183,Purdue Fort Wayne,71.60176,0,5.47007,148.67358
1588,2023-12-02,American,76.35236,Saint Francis,65.87434,0,10.478027,142.2267
134,2023-12-02,Rutgers,65.07486,Illinois,64.06827,0,1.0065918,129.14313
4173,2023-12-02,Marshall,83.13424,Miami OH,72.29172,0,10.842522,155.42596
4569,2023-12-02,Georgetown,68.48948,TCU,73.9465,0,-5.4570236,142.43597
1490,2023-12-02,Mississippi,61.22672,Memphis,70.10626,0,-8.879543,131.33298
4249,2023-12-02,Vanderbilt,85.280464,Alabama A&M,66.28248,0,18.997986,151.56294
1448,2023-12-02,Princeton,76.59692,Furman,70.69855,0,5.898369,147.29547
1410,2023-12-02,Long Beach St.,79.16001,Sacramento St.,65.031586,0,14.128426,144.19159
777,2023-12-02,Montana,69.15992,San Jose St.,67.313286,0,1.8466339,136.4732
1388,2023-12-02,Baylor,91.75754,Northwestern St.,58.75532,0,33.002216,150.51286
159,2023-12-02,Oregon,69.13273,Michigan,63.155903,0,5.9768257,132.28864
1330,2023-12-02,Wisconsin,67.05752,Marquette,64.495125,0,2.5623932,131.55264
1875,2023-12-02,Boston College,66.64036,N.C. State,69.641365,0,-3.001007,136.28172
3954,2023-12-02,Virginia,69.025566,Syracuse,52.984158,0,16.041409,122.00972
1664,2023-12-02,Nevada,75.36785,Loyola Marymount,63.84285,0,11.525002,139.2107
3606,2023-12-02,Albany,71.13877,Dartmouth,72.18166,0,-1.0428925,143.32043
3607,2023-12-02,Vermont,65.717674,Yale,65.0358,0,0.68187714,130.75348
1864,2023-12-02,North Carolina,86.368324,Florida St.,71.79987,0,14.568451,158.1682
3700,2023-12-02,Stonehill,66.966866,Binghamton,70.05814,0,-3.091278,137.02501
4689,2023-12-02,Tennessee St.,76.89246,Austin Peay,74.62821,0,2.2642517,151.52068
109,2023-12-02,Georgia Southern,62.183453,Jacksonville,63.933186,0,-1.749733,126.11664
3916,2023-12-02,Georgia Tech,58.021423,Duke,72.16848,0,-14.147057,130.18991
3712,2023-12-02,Merrimack,66.13203,UMass Lowell,63.816517,0,2.3155098,129.94855
3742,2023-12-02,Northeastern,61.67423,Old Dominion,62.785618,0,-1.1113892,124.45985
1744,2023-12-02,Arizona,87.215576,Colgate,70.36062,0,16.854958,157.5762
3818,2023-12-02,Loyola Chicago,73.234634,Harvard,59.685898,0,13.548737,132.92053
3825,2023-12-02,Sacred Heart,72.466484,Boston University,66.93691,0,5.5295715,139.4034
3882,2023-12-02,Central Connecticut,72.98652,Holy Cross,65.684456,0,7.302063,138.67097
1681,2023-12-02,California,75.586136,Santa Clara,75.42654,0,0.1595993,151.01266
1791,2023-12-02,Lafayette,64.519554,Cornell,73.144936,0,-8.625381,137.66449
4628,2023-12-02,Coastal Carolina,80.01906,Winthrop,77.893295,0,2.125763,157.91235
1377,2023-12-02,Louisiana Tech,78.30048,Nicholls St.,65.68625,0,12.614235,143.98672
2985,2023-12-02,Davidson,67.37625,Wright St.,73.5208,0,-6.1445465,140.89705
2501,2023-12-02,Gonzaga,81.50506,USC,76.03613,1,5.4689255,157.5412
3258,2023-12-02,Belmont,80.92898,Valparaiso,68.25199,0,12.676987,149.18097
3254,2023-12-02,Drake,71.886116,Missouri St.,61.34935,0,10.536766,133.23547
651,2023-12-02,Seattle,78.724785,Southern Utah,65.7545,0,12.9702835,144.47928
909,2023-12-02,Northern Arizona,69.71606,Pacific,72.59103,0,-2.8749695,142.30708
516,2023-12-02,New Mexico,79.02073,New Mexico St.,65.2272,0,13.793526,144.24792
439,2023-12-02,Southern Illinois,65.431244,Saint Louis,61.70679,0,3.724453,127.13803
5078,2023-12-02,North Florida,78.03909,High Point,76.042076,0,1.9970169,154.08118
2764,2023-12-02,Ball St.,71.482765,Bellarmine,68.680885,0,2.80188,140.16365
2164,2023-12-02,Buffalo,64.210915,St. Bonaventure,72.74896,0,-8.538048,136.95987
2775,2023-12-02,IUPUI,65.16298,Northern Kentucky,65.913246,0,-0.750267,131.07623
2432,2023-12-02,Dayton,71.8836,Grambling St.,53.57465,0,18.308949,125.45825
3139,2023-12-02,Middle Tennessee,74.92306,Wofford,67.493385,0,7.4296722,142.41644
1009,2023-12-02,North Carolina A&T,70.5336,The Citadel,76.60312,0,-6.069519,147.13672
3083,2023-12-02,Gardner Webb,70.09707,Western Carolina,67.32258,0,2.7744904,137.41965
