,Date,Team,Score,Opponent,Opponent Score,Location,Spread,OU
0,2023-11-06,Purdue,84.99375,Samford,58.928432,0,26.06532,143.92218
3376,2023-11-06,San Diego St.,71.2975,Cal St. Fullerton,53.446644,0,17.850857,124.74414
357,2023-11-06,Florida,79.92581,Loyola MD,62.972332,0,16.95348,142.89815
2189,2023-11-06,VCU,77.00309,McNeese St.,67.69051,0,9.312576,144.6936
4609,2023-11-06,Xavier,81.90924,Robert Morris,65.3902,0,16.519043,147.29944
2205,2023-11-06,North Carolina,77.312706,Radford,59.32829,0,17.984417,136.64099
4581,2023-11-06,Ohio St.,84.3357,Oakland,62.955658,0,21.380043,147.29135
4495,2023-11-06,Providence,84.103645,Columbia,65.51373,0,18.589912,149.61737
2182,2023-11-06,Bowling Green,77.80774,Chicago St.,70.91444,0,6.893303,148.72217
628,2023-11-06,Oklahoma St.,75.47892,Abilene Christian,66.84665,0,8.632271,142.32556
2263,2023-11-06,Temple,75.996376,Maryland Eastern Shore,57.880527,0,18.115849,133.8769
3860,2023-11-06,Campbell,66.74386,Navy,64.27,0,2.4738617,131.01385
4441,2023-11-06,Rhode Island,72.917946,Central Connecticut,62.980022,0,9.937923,135.89796
2285,2023-11-06,Penn St.,80.76728,Delaware St.,64.372925,0,16.394356,145.1402
4419,2023-11-06,Boston College,72.98789,Fairfield,61.604095,0,11.383797,134.59198
3729,2023-11-06,Michigan St.,86.13635,James Madison,63.9245,0,22.211853,150.06085
4376,2023-11-06,Missouri,93.35371,Arkansas Pine Bluff,68.97501,0,24.378693,162.32872
2240,2023-11-06,Arkansas,83.31979,Alcorn St.,62.684742,0,20.635052,146.00453
2378,2023-11-06,Washington St.,81.24087,Idaho,57.89513,0,23.345737,139.136
3577,2023-11-06,Vermont,69.435265,Merrimack,53.892914,0,15.542351,123.32818
2131,2023-11-06,Seton Hall,73.52177,Saint Peter's,54.219833,0,19.301933,127.7416
282,2023-11-06,Texas A&M,80.38152,Texas A&M Commerce,57.36607,0,23.015453,137.74759
343,2023-11-06,Charleston,79.996635,Iona,72.340355,0,7.6562805,152.33699
1781,2023-11-06,Lehigh,76.23608,Cornell,81.7124,0,-5.476326,157.94849
1800,2023-11-06,Georgia,67.89468,Oregon,66.22443,1,1.6702499,134.11911
1810,2023-11-06,Notre Dame,67.69738,Niagara,58.98743,0,8.7099495,126.684814
3830,2023-11-06,Northeastern,67.28289,Boston University,62.279568,0,5.0033226,129.56245
3600,2023-11-06,Duke,84.67916,Dartmouth,59.460358,0,25.218803,144.13953
646,2023-11-06,Cal St. Bakersfield,72.239624,Southern Utah,64.11356,0,8.1260605,136.35318
4749,2023-11-06,Illinois,85.914955,Eastern Illinois,60.451015,0,25.46394,146.36597
1952,2023-11-06,UTSA,75.839264,Western Illinois,71.232,0,4.6072617,147.07126
4702,2023-11-06,Iowa St.,82.748085,Green Bay,50.247803,0,32.500282,132.99588
2010,2023-11-06,Houston,82.832886,Louisiana Monroe,53.624634,0,29.208252,136.45752
2018,2023-11-06,BYU,105.478905,Houston Christian,63.225372,0,42.253532,168.70428
4667,2023-11-06,Memphis,83.301674,Jackson St.,65.56393,0,17.737747,148.8656
2082,2023-11-06,Duquesne,75.620255,Cleveland St.,63.970623,0,11.6496315,139.59088
4658,2023-11-06,Kansas,85.99987,North Carolina Central,58.394535,0,27.605335,144.39441
4719,2023-11-06,Nebraska,84.94009,Lindenwood,64.18606,0,20.754028,149.12614
1704,2023-11-06,Syracuse,79.9853,New Hampshire,68.446236,0,11.5390625,148.43153
3871,2023-11-06,Siena,73.8851,Holy Cross,65.837036,0,8.048065,139.72214
2397,2023-11-06,Utah,78.0913,Eastern Washington,66.441124,0,11.650177,144.53242
3021,2023-11-06,UC San Diego,76.25457,Denver,71.06746,0,5.187111,147.32202
4089,2023-11-06,Tennessee,81.323586,Tennessee Tech,50.960346,0,30.36324,132.28394
3481,2023-11-06,Wichita St.,78.661224,Lipscomb,70.8769,0,7.7843246,149.53812
4049,2023-11-06,Marshall,83.82177,Queens,78.22639,0,5.5953827,162.04816
3109,2023-11-06,Richmond,79.75983,VMI,63.391296,0,16.36853,143.15112
3887,2023-11-06,Virginia Tech,91.255806,Coppin St.,64.71876,0,26.537048,155.97456
3212,2023-11-06,Saint Louis,87.54657,Southern Indiana,73.54517,0,14.001396,161.09174
481,2023-11-06,Virginia,71.07788,Tarleton St.,50.945698,0,20.132183,122.023575
233,2023-11-06,Saint Joseph's,77.80364,Lafayette,64.869,0,12.934639,142.67264
3464,2023-11-06,Belmont,77.58251,Georgia St.,69.9118,0,7.6707153,147.49431
3287,2023-11-06,Cincinnati,78.475365,Illinois Chicago,60.208393,0,18.266972,138.68376
3995,2023-11-06,Georgia Tech,75.04473,Georgia Southern,66.735374,0,8.309357,141.7801
3435,2023-11-06,California,78.13605,St. Thomas,69.55485,0,8.5812,147.69089
3422,2023-11-06,Bucknell,66.111275,Delaware,75.29743,0,-9.186157,141.4087
3361,2023-11-06,Stanford,92.82718,Cal St. Northridge,66.523994,0,26.303185,159.35117
3963,2023-11-06,South Carolina,75.92498,USC Upstate,57.94665,0,17.978329,133.87163
3248,2023-11-06,West Virginia,75.688225,Missouri St.,61.834072,0,13.854153,137.5223
4357,2023-11-06,Minnesota,80.34617,Bethune Cookman,64.903206,0,15.442963,145.24937
4118,2023-11-06,Howard,75.74175,Hampton,74.1426,0,1.5991516,149.88435
2883,2023-11-06,UCF,77.52705,FIU,64.5984,0,12.92865,142.12544
4350,2023-11-06,UT Arlington,73.04318,Oral Roberts,72.17637,0,0.86681366,145.21954
2497,2023-11-06,Kansas St.,78.303276,USC,71.318855,1,6.984421,149.62213
2535,2023-11-06,Western Michigan,66.890785,North Dakota St.,72.8582,0,-5.967415,139.749
266,2023-11-06,George Washington,78.577614,Stonehill,70.21987,0,8.357742,148.79749
2553,2023-11-06,Pacific,70.17486,Sam Houston St.,65.87003,0,4.304825,136.04489
2577,2023-11-06,Mississippi,82.485146,Alabama St.,60.49179,0,21.993355,142.97693
2597,2023-11-06,Toledo,81.628654,Detroit Mercy,73.93119,0,7.697464,155.55984
4143,2023-11-06,South Dakota St.,73.87707,Akron,66.673584,0,7.2034836,140.55066
4214,2023-11-06,Oklahoma,75.96701,Central Michigan,53.698895,0,22.268116,129.66591
515,2023-11-06,Kentucky,79.45981,New Mexico St.,61.07744,0,18.38237,140.53725
4202,2023-11-06,Marquette,92.20727,Northern Illinois,64.92055,0,27.28672,157.1278
2772,2023-11-06,Middle Tennessee,68.162544,Northern Kentucky,64.10078,0,4.0617676,132.26332
3500,2023-11-06,Wisconsin,72.759544,Arkansas St.,52.543255,0,20.21629,125.302795
4171,2023-11-06,Evansville,73.35717,Miami OH,78.09293,0,-4.7357635,151.4501
498,2023-11-06,Colorado St.,75.04437,Louisiana Tech,66.32433,0,8.720039,141.36871
203,2023-11-06,Princeton,60.47354,Rutgers,64.9116,1,-4.438057,125.38514
2753,2023-11-06,Washington,76.57287,Bellarmine,63.516174,0,13.056694,140.08905
1627,2023-11-06,LSU,83.48746,Mississippi Valley St.,54.490215,0,28.997242,137.97768
4626,2023-11-06,Clemson,79.12368,Winthrop,66.523094,0,12.600586,145.64677
3397,2023-11-06,Portland,84.052055,Long Beach St.,85.71588,0,-1.663826,169.76794
1067,2023-11-06,Colorado,74.762794,Towson,59.00957,0,15.753223,133.77237
1097,2023-11-06,Pittsburgh,85.314095,North Carolina A&T,59.516254,0,25.79784,144.83035
3659,2023-11-06,Miami FL,85.8916,NJIT,65.79822,0,20.093384,151.68982
5005,2023-11-06,Tulsa,79.65024,Central Arkansas,73.78579,0,5.8644485,153.43604
3796,2023-11-06,Colgate,79.046936,Brown,73.172646,0,5.8742905,152.21957
4973,2023-11-06,Louisiana,80.34588,Youngstown St.,73.06269,0,7.283188,153.40857
5022,2023-11-06,Fordham,70.24253,Wagner,67.73142,0,2.5111084,137.97395
1175,2023-11-06,Butler,77.35641,Eastern Michigan,61.77751,0,15.578896,139.13391
1363,2023-11-06,Tulane,87.141235,Nicholls St.,73.02097,0,14.120262,160.1622
4953,2023-11-06,Dayton,78.68155,SIU Edwardsville,60.532307,0,18.149242,139.21385
3692,2023-11-06,Northwestern,77.80312,Binghamton,56.50417,0,21.298954,134.3073
4938,2023-11-06,St. Bonaventure,75.03915,Longwood,59.35526,0,15.6838875,134.39441
54,2023-11-06,New Mexico,87.38627,Texas Southern,71.47065,0,15.915619,158.85692
1458,2023-11-06,TCU,79.6771,Southern,58.07691,0,21.600193,137.75401
1190,2023-11-06,Grand Canyon,87.441284,Southeast Missouri St.,69.32821,0,18.113075,156.7695
1052,2023-11-06,George Mason,73.49512,Monmouth,65.2812,0,8.213921,138.7763
1414,2023-11-06,UAB,71.87229,Bradley,62.24643,0,9.625862,134.11871
1035,2023-11-06,Wake Forest,81.502014,Elon,67.88441,0,13.617607,149.38641
5111,2023-11-06,Bryant,76.60815,Manhattan,68.63798,0,7.970169,145.24612
933,2023-11-06,Air Force,79.414215,Portland St.,65.76612,0,13.648094,145.18033
3753,2023-11-06,Little Rock,70.693596,Texas St.,64.18442,0,6.509178,134.87802
4833,2023-11-06,Buffalo,75.37774,Fairleigh Dickinson,73.43759,0,1.9401474,148.81534
1611,2023-11-06,Connecticut,81.05731,Northern Arizona,56.154022,0,24.90329,137.21133
5093,2023-11-06,Army,66.48856,Marist,67.19219,0,-0.70362854,133.68076
3628,2023-11-06,Charlotte,70.500786,Maine,60.597797,0,9.902988,131.09859
20,2023-11-06,Alabama,81.84507,Morehead St.,61.486404,0,20.358665,143.33148
997,2023-11-06,N.C. State,81.56254,The Citadel,66.405205,0,15.157333,147.96774
856,2023-11-06,Arizona,109.94467,Morgan St.,66.938416,0,43.006256,176.88309
4858,2023-11-06,Texas,89.6445,Incarnate Word,56.471573,0,33.172928,146.11607
3642,2023-11-06,Louisville,77.79388,UMBC,68.50647,0,9.287407,146.30035
1577,2023-11-06,UCLA,86.37702,Saint Francis,51.779907,0,34.597115,138.15692
313,2023-11-06,Villanova,82.521255,American,59.361774,0,23.159481,141.88303
3069,2023-11-07,Vanderbilt,80.92019,Presbyterian,64.05749,0,16.862701,144.97768
4301,2023-11-07,Iowa,88.96991,North Dakota,70.21812,0,18.751793,159.18802
2353,2023-11-07,Georgetown,87.349335,Le Moyne,71.66826,0,15.681076,159.0176
4414,2023-11-07,Indiana,77.663185,Florida Gulf Coast,63.571934,0,14.091251,141.23512
1122,2023-11-07,La Salle,64.81888,Drexel,64.30851,0,0.51036835,129.12738
2616,2023-11-07,Maryland,77.64462,Mount St. Mary's,55.262074,0,22.38255,132.9067
1405,2023-11-07,Nevada,75.32171,Sacramento St.,60.817104,0,14.504604,136.13881
2964,2023-11-07,Michigan,73.803154,UNC Asheville,62.527157,0,11.275997,136.3303
3680,2023-11-07,Massachusetts,77.12425,Albany,72.49838,0,4.6258698,149.62263
2713,2023-11-07,Baylor,71.326836,Auburn,65.694336,1,5.6324997,137.02118
3521,2023-11-07,North Texas,65.78653,Northern Iowa,56.3689,0,9.417629,122.155426
4739,2023-11-07,Creighton,83.76672,Florida A&M,59.09318,0,24.673542,142.85991
2106,2023-11-07,St. John's,78.96992,Stony Brook,64.69086,0,14.27906,143.66077
685,2023-11-07,San Jose St.,68.6268,UC Irvine,63.451717,0,5.175083,132.07852
1594,2023-11-07,DePaul,80.8606,Purdue Fort Wayne,70.17916,0,10.681442,151.03976
1434,2023-11-08,Seattle,76.130486,Prairie View A&M,60.687687,0,15.442799,136.81818
4671,2023-11-08,San Diego,74.88284,Jackson St.,74.47289,0,0.40995026,149.35574
2637,2023-11-08,Ohio,78.11447,Troy,71.59335,0,6.521118,149.70782
1720,2023-11-08,Syracuse,78.95718,Canisius,69.95658,0,9.000595,148.91376
666,2023-11-08,Santa Clara,78.81802,Utah Tech,72.47428,0,6.3437424,151.2923
1214,2023-11-08,Loyola Chicago,69.47681,Florida Atlantic,66.61013,0,2.8666763,136.08694
2702,2023-11-08,Arizona St.,60.896076,Mississippi St.,62.968616,1,-2.0725403,123.86469
2323,2023-11-08,Penn,77.60429,Bucknell,68.560524,0,9.043762,146.16481
1465,2023-11-08,UNLV,81.373146,Southern,63.85666,0,17.516487,145.2298
1946,2023-11-08,SMU,76.823494,Western Illinois,63.725025,0,13.098469,140.54852
289,2023-11-08,Texas Tech,71.43597,Texas A&M Commerce,50.211197,0,21.22477,121.64716
3490,2023-11-08,Drake,77.2212,Lipscomb,68.351494,0,8.869705,145.5727
3722,2023-11-09,Kent St.,74.65203,James Madison,75.23608,0,-0.5840454,149.8881
3053,2023-11-09,South Florida,83.222115,South Carolina St.,65.97733,0,17.244781,149.19945
318,2023-11-09,William & Mary,66.12913,American,67.64896,0,-1.5198288,133.77808
4311,2023-11-09,TCU,84.247345,Nebraska Omaha,62.5255,0,21.721844,146.77284
728,2023-11-09,Elon,69.05551,East Tennessee St.,69.95523,0,-0.89971924,139.01074
491,2023-11-09,FIU,76.8122,Tarleton St.,67.17097,0,9.641235,143.98317
2564,2023-11-09,Middle Tennessee,69.25985,Stephen F. Austin,69.00938,0,0.25047302,138.26923
2918,2023-11-09,Wichita St.,71.96118,Western Kentucky,66.84602,0,5.115158,138.8072
836,2023-11-09,Saint Mary's,69.87282,New Mexico,68.19055,0,1.6822662,138.06337
4718,2023-11-09,Iowa St.,80.194466,Lindenwood,50.83002,0,29.364445,131.02449
4248,2023-11-09,North Alabama,78.10801,Alabama A&M,67.3876,0,10.720406,145.4956
4737,2023-11-09,Nebraska,80.6424,Florida A&M,62.463882,0,18.17852,143.1063
4228,2023-11-09,Georgia Tech,77.963776,Howard,70.91721,0,7.046562,148.88098
1575,2023-11-09,San Francisco,82.91532,Saint Francis,63.89662,0,19.0187,146.81195
1073,2023-11-09,Coppin St.,68.033,Towson,74.80499,0,-6.7719955,142.83798
1962,2023-11-09,SMU,76.81699,Lamar,63.075153,0,13.74184,139.89215
3165,2023-11-09,Chicago St.,67.77476,Mercer,69.11371,0,-1.3389511,136.88846
2771,2023-11-09,Washington,74.87955,Northern Kentucky,62.97058,0,11.908966,137.85013
937,2023-11-09,UC Santa Barbara,77.330574,Portland St.,73.28204,0,4.0485306,150.61261
918,2023-11-09,USC,80.32229,Cal St. Bakersfield,57.815746,0,22.506542,138.13803
1693,2023-11-09,UC Davis,80.11054,Pepperdine,77.20681,0,2.9037323,157.31735
606,2023-11-09,Sam Houston St.,69.20514,Utah Valley,65.963905,0,3.2412338,135.16904
3218,2023-11-09,Michigan St.,90.21796,Southern Indiana,55.320415,0,34.89754,145.53838
1381,2023-11-09,Tulane,82.47979,Northwestern St.,72.06427,0,10.41552,154.54407
3369,2023-11-09,Idaho,76.44287,Cal St. Northridge,74.89367,0,1.549202,151.33655
3846,2023-11-09,Stonehill,71.718315,Army,67.98779,0,3.7305222,139.70612
4928,2023-11-09,Charleston Southern,72.17233,North Florida,72.81461,0,-0.6422806,144.98694
3349,2023-11-09,Denver,71.42161,Cal Poly,62.73894,0,8.682667,134.16055
4424,2023-11-09,Rhode Island,68.077995,Fairfield,64.7074,0,3.3705978,132.7854
3171,2023-11-10,Valparaiso,69.19033,IUPUI,69.97976,0,-0.7894287,139.17009
898,2023-11-10,California,74.534065,Pacific,71.04581,0,3.4882584,145.57986
891,2023-11-10,St. Thomas,74.19578,Idaho St.,69.02255,0,5.1732254,143.21832
1049,2023-11-10,West Virginia,84.424576,Monmouth,66.391106,0,18.03347,150.81567
303,2023-11-10,Iona,78.0224,Sacred Heart,71.10147,0,6.920929,149.12387
248,2023-11-10,Saint Joseph's,78.091774,Penn,69.16335,0,8.928421,147.25513
5055,2023-11-10,Illinois Chicago,75.530334,Little Rock,76.26548,0,-0.73514557,151.7958
3969,2023-11-10,Vanderbilt,84.67445,USC Upstate,69.97134,0,14.703117,154.64578
1,2023-11-10,VCU,72.65261,Samford,66.10511,0,6.5475006,138.75772
1846,2023-11-10,The Citadel,63.91594,Boston College,69.969,0,-6.0530624,133.88495
398,2023-11-10,Charleston,75.57191,Duquesne,74.137085,1,1.4348221,149.70898
3336,2023-11-10,Oregon,79.69876,Montana,59.00006,0,20.6987,138.69882
4106,2023-11-10,Auburn,88.50845,Southeastern Louisiana,62.50297,0,26.005482,151.01143
96,2023-11-10,Xavier,79.50583,Jacksonville,62.029587,0,17.476242,141.53542
4022,2023-11-10,Florida St.,78.706085,Kennesaw St.,68.845215,0,9.86087,147.5513
3124,2023-11-10,Louisville,75.70733,Chattanooga,71.50241,0,4.204918,147.20975
4048,2023-11-10,Southern Illinois,74.44423,Queens,65.20144,0,9.24279,139.64566
13,2023-11-10,Purdue,84.77442,Morehead St.,56.389744,0,28.384678,141.16417
427,2023-11-10,Northwestern,66.97116,Dayton,60.35967,0,6.611492,127.330826
4081,2023-11-10,Murray St.,81.35648,Tennessee Tech,70.02435,0,11.33213,151.38083
5113,2023-11-10,Kansas,88.69233,Manhattan,58.379658,0,30.312672,147.07199
1626,2023-11-10,Oklahoma,81.120544,Mississippi Valley St.,52.605743,0,28.514801,133.72629
3028,2023-11-10,Furman,78.71594,Belmont,76.86849,0,1.8474503,155.58444
3816,2023-11-10,Rice,78.69427,Harvard,67.75906,0,10.935204,146.45334
236,2023-11-10,UCLA,77.819725,Lafayette,52.89519,0,24.924534,130.71492
2984,2023-11-10,Colorado St.,83.050514,Wright St.,77.770226,0,5.2802887,160.82074
2940,2023-11-10,Akron,68.97173,Southern Miss,64.20276,0,4.7689743,133.1745
1756,2023-11-10,Wisconsin,63.518982,Tennessee,60.667004,0,2.8519783,124.18599
90,2023-11-10,Duke,76.720215,Arizona,75.36669,0,1.3535233,152.08691
3619,2023-11-10,Gonzaga,80.565735,Yale,66.70352,0,13.862213,147.26926
1426,2023-11-10,Washington St.,77.69471,Prairie View A&M,56.688797,0,21.005913,134.38351
1523,2023-11-10,Navy,64.31692,Temple,64.078865,0,0.23805237,128.39578
4975,2023-11-10,Michigan,79.69681,Youngstown St.,64.23054,0,15.46627,143.92734
2393,2023-11-10,Mississippi,75.43876,Eastern Washington,71.37518,0,4.0635757,146.81393
832,2023-11-10,LIU,63.609116,Air Force,70.88972,0,-7.2806015,134.49884
2373,2023-11-10,Davidson,57.22167,Maryland,69.47884,1,-12.257175,126.700516
3832,2023-11-10,Rutgers,75.298584,Boston University,56.034485,0,19.2641,131.33307
330,2023-11-10,Hofstra,77.2417,Princeton,69.38078,0,7.860916,146.62248
2348,2023-11-10,Villanova,97.266655,Le Moyne,59.127445,0,38.13921,156.3941
3534,2023-11-10,Alabama,89.45397,Indiana St.,74.38901,0,15.064964,163.84299
811,2023-11-10,BYU,70.02891,San Diego St.,63.779522,0,6.249386,133.80843
1189,2023-11-10,Butler,82.871605,Southeast Missouri St.,66.77712,0,16.094482,149.64873
629,2023-11-10,N.C. State,81.360085,Abilene Christian,71.84889,0,9.511192,153.20898
2302,2023-11-10,Penn St.,81.1464,Lehigh,69.181564,0,11.964836,150.32797
2288,2023-11-10,Texas,84.70751,Delaware St.,57.625854,0,27.081657,142.33337
4438,2023-11-10,Quinnipiac,72.90893,Central Connecticut,67.95823,0,4.950699,140.86716
1364,2023-11-10,LSU,82.71288,Nicholls St.,58.60565,0,24.107231,141.31854
4454,2023-11-10,Charlotte,60.29961,Liberty,61.694443,0,-1.3948326,121.99405
2058,2023-11-10,Minnesota,77.30714,UTSA,70.290535,0,7.0166016,147.59767
2271,2023-11-10,Arkansas,75.11584,Gardner Webb,59.179672,0,15.936165,134.2955
4673,2023-11-10,Cal Baptist,71.15403,Jackson St.,67.33005,0,3.8239822,138.48407
4693,2023-11-10,George Mason,70.75619,Austin Peay,64.873505,0,5.882683,135.6297
3694,2023-11-10,Pittsburgh,78.46002,Binghamton,60.33452,0,18.125504,138.79454
2415,2023-11-10,Utah,75.06765,UC Riverside,58.501392,0,16.566257,133.56905
2759,2023-11-10,Kansas St.,81.94488,Bellarmine,60.643246,0,21.301632,142.58812
1940,2023-11-10,South Carolina,66.308525,Virginia Tech,64.810585,1,1.4979401,131.11911
3714,2023-11-10,Dartmouth,71.18932,UMass Lowell,75.019325,0,-3.8300018,146.20865
2662,2023-11-10,Virginia,69.51583,Florida,55.038425,1,14.477406,124.55426
2117,2023-11-10,Marquette,83.96703,Rider,62.800938,0,21.166096,146.76797
2635,2023-11-10,Oregon St.,73.08666,Troy,67.6206,0,5.4660645,140.70726
2595,2023-11-10,Cincinnati,80.871376,Detroit Mercy,63.57934,0,17.292034,144.45071
1399,2023-11-10,Stanford,80.37258,Sacramento St.,58.66562,0,21.706963,139.03821
4266,2023-11-10,Georgia,74.71461,Wake Forest,68.599495,0,6.1151123,143.3141
2582,2023-11-10,Iowa,95.57724,Alabama St.,69.79882,0,25.77842,165.37607
1107,2023-11-10,UNC Greensboro,76.98657,North Carolina A&T,57.488388,0,19.498184,134.47496
4274,2023-11-10,Miami FL,72.420944,UCF,63.111813,0,9.309132,135.53276
1543,2023-11-10,Clemson,74.848145,UAB,67.27967,1,7.568474,142.1278
1980,2023-11-10,Ohio St.,70.29672,Texas A&M,64.08509,0,6.211632,134.3818
4583,2023-11-10,Illinois,86.838585,Oakland,62.948048,0,23.890537,149.78664
2213,2023-11-10,Marshall,74.126015,Radford,71.32664,1,2.7993774,145.45265
2431,2023-11-10,Colorado,79.49099,Grambling St.,59.9872,0,19.503788,139.4782
283,2023-11-10,Kentucky,83.64526,Texas A&M Commerce,61.23755,0,22.407715,144.88281
614,2023-11-10,South Dakota,76.326,UT Rio Grande Valley,76.74355,0,-0.41755676,153.06955
1495,2023-11-10,Missouri,77.97199,Memphis,78.979,0,-1.0070038,156.95099
3686,2023-11-11,Columbia,74.46805,Albany,72.07734,0,2.390709,146.54538
3768,2023-11-11,Buffalo,68.95089,South Alabama,69.91349,0,-0.9626007,138.86438
3468,2023-11-11,Western Michigan,65.41456,Georgia St.,71.39956,0,-5.9850006,136.81412
3785,2023-11-11,Toledo,81.87668,Louisiana,77.57488,0,4.301796,159.45157
267,2023-11-11,Connecticut,87.95699,Stonehill,56.045025,0,31.911968,144.00201
3877,2023-11-11,Georgetown,80.96989,Holy Cross,70.44797,0,10.521919,151.41785
3761,2023-11-11,Miami OH,67.5386,Texas St.,65.01028,0,2.5283203,132.54887
3507,2023-11-11,Bowling Green,75.216576,Arkansas St.,69.51144,0,5.705139,144.72801
3899,2023-11-11,Mount St. Mary's,75.86477,Coppin St.,59.56686,0,16.297909,135.43163
367,2023-11-11,Brown,74.5863,Loyola MD,67.723946,0,6.862358,142.31024
3744,2023-11-11,Ball St.,70.99606,Old Dominion,67.35039,0,3.6456757,138.34645
3985,2023-11-11,La Salle,72.9582,Northeastern,66.07941,0,6.878792,139.0376
1090,2023-11-11,UNC Asheville,71.796715,UNC Wilmington,64.174034,0,7.6226807,135.97075
2013,2023-11-11,Central Michigan,69.857605,Louisiana Monroe,69.339554,0,0.51805115,139.19716
699,2023-11-11,UC San Diego,75.97088,San Diego,72.418365,0,3.5525131,148.38925
4756,2023-11-11,Loyola Chicago,77.62357,Eastern Illinois,57.12974,0,20.493832,134.75331
3400,2023-11-11,DePaul,80.93344,Long Beach St.,81.00144,0,-0.06800079,161.93488
1783,2023-11-11,Fordham,78.302734,Cornell,73.4288,0,4.873932,151.73154
1124,2023-11-11,Winthrop,70.390144,Drexel,65.66135,0,4.728798,136.05148
665,2023-11-11,Jacksonville St.,72.04078,Utah Tech,69.79088,0,2.2499008,141.83167
1721,2023-11-11,St. Bonaventure,78.180626,Canisius,63.101788,0,15.078838,141.28241
4997,2023-11-11,Mississippi St.,89.754395,Tennessee Martin,55.74031,0,34.014084,145.4947
1581,2023-11-11,Santa Clara,83.94761,Saint Francis,71.25703,0,12.690582,155.20464
4859,2023-11-11,Tulsa,76.56728,Incarnate Word,68.509094,0,8.058189,145.07639
4882,2023-11-11,Houston,87.03416,Texas A&M Corpus Chris,53.7838,0,33.25036,140.81796
759,2023-11-11,Kent St.,63.69395,Fresno St.,62.97716,0,0.71678925,126.67111
60,2023-11-11,Arizona St.,73.94086,Texas Southern,64.2642,0,9.676659,138.20505
4916,2023-11-11,UNLV,80.08398,Stetson,66.05111,0,14.032867,146.13509
4830,2023-11-11,Seton Hall,81.05866,Fairleigh Dickinson,60.409775,0,20.648888,141.46844
1137,2023-11-11,George Washington,77.703316,William & Mary,69.8323,0,7.8710175,147.53561
2141,2023-11-11,NJIT,61.07738,Saint Peter's,61.13969,0,-0.062309265,122.21707
2809,2023-11-11,Seattle,75.11221,Montana St.,65.254326,0,9.857887,140.36655
3348,2023-11-11,Wyoming,70.244934,Cal Poly,56.491898,0,13.7530365,126.73683
3314,2023-11-11,Providence,88.25665,Milwaukee,68.79881,0,19.45784,157.05547
3274,2023-11-11,Saint Louis,77.51479,Illinois St.,66.32614,0,11.188652,143.84094
4008,2023-11-11,Eastern Michigan,71.394066,Georgia Southern,71.81963,0,-0.42556763,143.2137
4029,2023-11-11,Richmond,75.110085,Siena,64.67261,0,10.437477,139.78268
3084,2023-11-11,Notre Dame,69.25352,Western Carolina,69.5913,0,-0.3377838,138.84482
4162,2023-11-11,Cleveland St.,69.803604,Ohio,71.25024,0,-1.4466324,141.05383
1148,2023-11-11,East Carolina,76.67597,Campbell,64.289665,0,12.386307,140.96564
5130,2023-11-11,Northern Illinois,64.57825,Appalachian St.,67.01495,0,-2.4367065,131.5932
5101,2023-11-11,UMBC,72.864975,Marist,68.08538,0,4.7795944,140.95035
2539,2023-11-11,Creighton,82.83436,North Dakota St.,61.793392,0,21.040966,144.62775
4318,2023-11-11,North Texas,75.63104,Nebraska Omaha,57.06924,0,18.561802,132.70029
967,2023-11-11,Bradley,67.415825,Utah St.,60.105053,0,7.310772,127.520874
5079,2023-11-11,Wofford,75.01391,High Point,71.17684,0,3.8370667,146.19075
2328,2023-11-11,Niagara,72.52511,Bucknell,58.413036,0,14.112072,130.93814
523,2023-11-11,UC Irvine,71.572655,New Mexico St.,62.249695,0,9.32296,133.82236
833,2023-11-12,Delaware,67.064735,Air Force,64.95861,0,2.1061249,132.02335
1043,2023-11-12,North Dakota,74.611,Elon,67.93473,0,6.6762695,142.54573
3616,2023-11-12,Loyola Marymount,73.93774,Yale,66.271126,0,7.6666107,140.20886
781,2023-11-12,Texas Tech,69.30494,San Jose St.,52.071716,0,17.233223,121.376656
1606,2023-11-12,Grand Canyon,75.620445,Northern Arizona,64.233696,0,11.386749,139.85414
711,2023-11-12,Boise St.,69.85642,San Francisco,66.13994,0,3.716484,135.99637
3585,2023-11-12,Maine,66.74679,Merrimack,57.313644,0,9.433144,124.06043
2188,2023-11-12,Southern Indiana,72.918884,Chicago St.,73.96502,0,-1.046135,146.88391
2276,2023-11-12,Baylor,77.69143,Gardner Webb,57.738377,0,19.953053,135.42981
2396,2023-11-12,Cincinnati,78.69697,Eastern Washington,67.01982,0,11.677147,145.7168
2419,2023-11-12,Portland,78.741234,UC Riverside,69.63633,0,9.104904,148.37756
2550,2023-11-12,Oklahoma St.,68.61938,Sam Houston St.,59.235928,0,9.38345,127.8553
2651,2023-11-12,Rutgers,77.30624,Bryant,60.331257,0,16.97498,137.6375
785,2023-11-12,Washington,71.20289,Nevada,65.89747,0,5.30542,137.10036
2305,2023-11-12,North Carolina,92.09199,Lehigh,64.25854,0,27.83345,156.35052
878,2023-11-12,Iowa St.,78.318115,Idaho St.,53.047516,0,25.2706,131.36563
4616,2023-11-12,Towson,74.81338,Robert Morris,59.771,0,15.042377,134.58438
290,2023-11-12,Purdue Fort Wayne,72.59878,Texas A&M Commerce,72.16317,0,0.4356079,144.76195
4480,2023-11-12,Saint Mary's,71.402214,Weber St.,55.951557,0,15.450657,127.353775
4241,2023-11-12,James Madison,79.42228,Howard,72.67469,0,6.747589,152.09697
