,Date,Team,Score,Opponent,Opponent Score,Location,Spread,OU,Win Percent
0,2024-01-02,SMU,73.59019478651494,Charlotte,63.88365057266224,0,9.706544213852702,137.47384535917718,0.0
0,2024-01-02,Duke,79.72202615152497,Syracuse,63.67560379336304,0,16.046422358161934,143.39762994488802,0.0
0,2024-01-03,USC,79.9671357395742,California,63.56600874506422,0,16.401126994509987,143.53314448463843,0.0
0,2024-01-03,Miami FL,74.99984121688222,Clemson,70.98320896076376,0,4.016632256118456,145.98305017764596,0.08
0,2024-01-03,Louisiana Monroe,68.17516629870694,Marshall,76.11360295457538,0,-7.938436655868443,144.28876925328234,0.993
0,2024-01-03,VCU,70.34337813697391,St. Bonaventure,67.76023486344516,0,2.583143273528748,138.10361300041907,0.168
0,2024-01-03,Bucknell,69.82924566210244,Holy Cross,67.9832397639094,0,1.8460058981930416,137.81248542601185,0.281
0,2024-01-03,Winthrop,73.73635267190673,Longwood,66.96846198969327,0,6.767890682213462,140.70481466159998,0.01
0,2024-01-03,Denver,72.29690239627979,Idaho St.,68.6032073279972,0,3.6936950682825938,140.900109724277,0.1
0,2024-01-03,Rhode Island,70.03306831447472,Saint Joseph's,72.74162878586536,0,-2.7085604713906406,142.77469710034006,0.838
0,2024-01-03,Davidson,65.58928429935928,Dayton,68.30745592840624,0,-2.7181716290469637,133.89674022776552,0.823
0,2024-01-03,Florida St.,76.0266346678894,Georgia Tech,68.75981960148097,0,7.266815066408427,144.78645426937038,0.019
0,2024-01-03,Notre Dame,67.2887728289982,N.C. State,73.73788879074633,0,-6.44911596174812,141.02666161974452,0.98
0,2024-01-03,Oklahoma St.,80.54865774360076,Chicago St.,58.566541387331,0,21.982116356269756,139.11519913093176,0.0
0,2024-01-03,East Tennessee St.,68.8147724154716,Mercer,66.40071619354926,0,2.414056221922337,135.21548860902084,0.205
0,2024-01-03,Valparaiso,63.008852819294205,Bradley,72.13179453770158,0,-9.122941718407375,135.14064735699577,1.0
0,2024-01-03,Lafayette,66.35701029484139,Army,66.64286255138128,0,-0.2858522565398971,132.99987284622267,0.539
0,2024-01-03,Nebraska Omaha,72.58870656259859,Northern Arizona,72.41934498896863,0,0.1693615736299563,145.00805155156723,0.473
0,2024-01-03,Ohio St.,71.82603343523517,Rutgers,65.02201495400722,0,6.804018481227956,136.8480483892424,0.006
0,2024-01-03,Tulane,80.56660065352943,Rice,74.15549170544763,0,6.411108948081804,154.72209235897708,0.012
0,2024-01-03,Charleston Southern,68.45154700060894,Presbyterian,65.58531195424429,0,2.8662350463646504,134.03685895485324,0.154
0,2024-01-03,Wofford,75.4167714252416,VMI,64.69322726875978,0,10.723544156481822,140.10999869400138,0.0
0,2024-01-03,Virginia,71.84903573416983,Louisville,60.725522081121674,0,11.123513653048157,132.5745578152915,0.0
0,2024-01-03,Massachusetts,72.16200865780283,Duquesne,75.28446249469339,0,-3.122453836890557,147.4464711524962,0.842
0,2024-01-03,North Dakota,73.16422458038443,Northern Colorado,70.89849656379039,0,2.265728016594039,144.06272114417482,0.254
0,2024-01-03,Samford,77.27522928277057,Chattanooga,70.2919255148091,0,6.983303767961473,147.56715479757966,0.006
0,2024-01-03,George Washington,71.67913979827141,Fordham,71.79871158804669,0,-0.1195717897752786,143.4778513863181,0.521
0,2024-01-03,Howard,68.25196764496263,Yale,75.60851365970402,0,-7.356546014741383,143.86048130466665,0.999
0,2024-01-03,UNC Asheville,75.64422939236124,USC Upstate,65.22152886358603,0,10.42270052877521,140.86575825594727,0.001
0,2024-01-03,Weber St.,71.9814125357779,South Dakota St.,70.32505633055939,0,1.6563562052185148,142.3064688663373,0.279
0,2024-01-03,Montana St.,71.10142439500261,Oral Roberts,73.51852889037234,0,-2.4171044953697276,144.61995328537495,0.783
0,2024-01-03,Idaho,68.01979891638435,St. Thomas,75.48886193814158,0,-7.469063021757236,143.50866085452594,0.991
0,2024-01-03,UNC Greensboro,71.34257403152995,Furman,68.99901295627642,0,2.3435610752535325,140.34158698780635,0.19
0,2024-01-03,Sacramento St.,67.41331720423263,UMKC,62.48648921257375,0,4.926827991658875,129.89980641680637,0.042
0,2024-01-03,Providence,71.51671476858085,Seton Hall,67.77338035678574,0,3.743334411795118,139.29009512536658,0.083
0,2024-01-03,South Dakota,70.3882515693651,Eastern Washington,75.0738507507123,0,-4.6855991813472,145.4621023200774,0.938
0,2024-01-03,Indiana St.,81.15527287690682,Evansville,64.270615165143,0,16.884657711763822,145.42588804204982,0.0
0,2024-01-03,Navy,66.5009187150539,Boston University,64.34888431740514,0,2.1520343976487624,130.84980303245902,0.2
0,2024-01-03,North Dakota St.,71.94151125580923,Montana,69.78191298570661,0,2.15959827010262,141.72342424151583,0.243
0,2024-01-03,Nebraska,72.99753990275242,Indiana,70.89421217355802,0,2.1033277291944046,143.89175207631044,0.21
0,2024-01-03,UCLA,71.61924430144818,Stanford,65.92369123181462,0,5.6955530696335614,137.54293553326278,0.022
0,2024-01-03,San Diego St.,71.16592761784656,Fresno St.,58.615757858487775,0,12.550169759358788,129.78168547633433,0.0
0,2024-01-03,Saint Louis,72.3314082356096,Loyola Chicago,72.12500124772673,0,0.20640698788287182,144.45640948333633,0.467
0,2024-01-03,Radford,74.63375553120387,High Point,67.73888105265911,0,6.894874478544764,142.37263658386297,0.001
0,2024-01-03,Missouri St.,69.75740539059188,Northern Iowa,69.47652859179134,0,0.2808767988005485,139.23393398238323,0.464
0,2024-01-03,The Citadel,68.94584443917847,Western Carolina,73.5725223338747,0,-4.626677894696229,142.51836677305317,0.946
0,2024-01-03,Villanova,74.70323419401122,Xavier,70.97105286558214,0,3.7321813284290783,145.67428705959335,0.08
0,2024-01-03,American,69.5559151561757,Lehigh,69.19398969498128,0,0.36192546119441715,138.749904851157,0.447
0,2024-01-03,La Salle,70.3452231902748,George Mason,68.64090708902472,0,1.7043161012500718,138.98613027929952,0.285
0,2024-01-04,Delaware,74.9407005460772,Hampton,69.13087972590895,0,5.809820820168241,144.07158027198614,0.032
0,2024-01-04,UC Irvine,70.4202533824553,Cal St. Fullerton,63.4816879213066,0,6.938565461148698,133.9019413037619,0.012
0,2024-01-04,Sacred Heart,77.23862139974732,Saint Francis,66.22267385473516,0,11.015947545012153,143.46129525448248,0.0
0,2024-01-04,Tulsa,66.58129194784696,Memphis,82.44928701521422,0,-15.86799506736726,149.0305789630612,1.0
0,2024-01-04,Texas St.,71.26868026806956,Coastal Carolina,67.47132509349267,0,3.797355174576893,138.74000536156223,0.105
0,2024-01-04,San Diego,63.162574004722885,Saint Mary's,75.47769139234227,0,-12.315117387619381,138.64026539706515,1.0
0,2024-01-04,Cal St. Bakersfield,61.535719598438675,Hawaii,68.00029624757495,0,-6.464576649136276,129.53601584601364,0.981
0,2024-01-04,Southern Miss,72.34022332516624,Georgia St.,65.27362790325863,0,7.066595421907607,137.61385122842486,0.005
0,2024-01-04,Tennessee Martin,76.07463298364891,Eastern Illinois,67.08730298121247,0,8.987330002436437,143.16193596486139,0.01
0,2024-01-04,Arkansas St.,71.24126107407032,Georgia Southern,64.59091356759438,0,6.6503475064759385,135.83217464166472,0.019
0,2024-01-04,Detroit Mercy,76.98659429025115,Green Bay,68.07985000135407,0,8.906744288897073,145.06644429160522,0.005
0,2024-01-04,Utah Valley,71.00357127393531,Cal Baptist,66.31704665151894,0,4.686524622416371,137.32061792545426,0.071
0,2024-01-04,UC Riverside,67.6993512467401,UC Davis,71.51568895749072,0,-3.8163377107506307,139.21504020423083,0.874
0,2024-01-04,Western Illinois,72.19206201501854,Southeast Missouri St.,69.79924535387248,0,2.392816661146057,141.991307368891,0.26
0,2024-01-04,Monmouth,66.33629940135853,Towson,71.5950445884798,0,-5.258745187121264,137.93134398983833,0.973
0,2024-01-04,Drexel,70.05338911445823,UNC Wilmington,65.56340181015135,0,4.489987304306879,135.61679092460957,0.051
0,2024-01-04,South Florida,70.99277513939643,Temple,65.22036931445291,0,5.772405824943519,136.21314445384934,0.026
0,2024-01-04,UT Rio Grande Valley,69.96756100111766,Stephen F. Austin,75.0669533874481,0,-5.099392386330436,145.03451438856575,0.941
0,2024-01-04,Robert Morris,69.86829872462019,IUPUI,66.59904587089208,0,3.269252853728105,136.46734459551226,0.138
0,2024-01-04,Oakland,73.26637611329441,Milwaukee,74.23710129044208,0,-0.9707251771476706,147.5034774037365,0.619
0,2024-01-04,Seattle,76.49374724833824,Utah Tech,66.55324893605928,0,9.940498312278962,143.04699618439753,0.001
0,2024-01-04,UC Santa Barbara,74.66966730591487,UC San Diego,67.12342737568106,0,7.54623993023381,141.79309468159593,0.013
0,2024-01-04,Wright St.,76.60441238376104,Cleveland St.,69.99149585561193,0,6.612916528149114,146.595908239373,0.018
0,2024-01-04,Gonzaga,89.39892876071612,Pepperdine,66.4108614200102,0,22.98806734070591,155.80979018072634,0.0
0,2024-01-04,Hofstra,75.77715986357485,Charleston,75.76133741413938,0,0.015822449435475505,151.5384972777142,0.514
0,2024-01-04,William & Mary,70.4073297977086,Elon,65.67511352898654,0,4.7322162687220555,136.08244332669514,0.046
0,2024-01-04,Southern Utah,66.8420839727257,Grand Canyon,74.60062673305329,0,-7.758542760327586,141.442710705779,0.994
0,2024-01-04,Eastern Kentucky,79.10414075583438,Lipscomb,72.4305968362836,0,6.673543919550781,151.53473759211798,0.016
0,2024-01-04,Loyola Marymount,76.07518434941896,Santa Clara,70.564728758785,0,5.510455590633967,146.63991310820396,0.033
0,2024-01-04,Southern Indiana,72.01179731420032,Tennessee St.,74.52200704106214,0,-2.5102097268618166,146.53380435526248,0.786
0,2024-01-04,Washington St.,72.5723998228012,Oregon St.,63.721411424941245,0,8.850988397859958,136.29381124774244,0.0
0,2024-01-04,Stonehill,67.39002052713519,Central Connecticut,67.85238861050912,0,-0.4623680833739314,135.2424091376443,0.556
0,2024-01-04,Bellarmine,68.89660444734007,Austin Peay,69.13043025206468,0,-0.23382580472461711,138.02703469940474,0.527
0,2024-01-04,Michigan,75.96247856525416,Minnesota,64.27639183982035,0,11.68608672543381,140.23887040507452,0.0
0,2024-01-04,Wichita St.,67.02316430287206,North Texas,66.19223028721177,0,0.83093401566029,133.21539459008383,0.382
0,2024-01-04,Florida Gulf Coast,72.10434120398992,Jacksonville,62.19273194954198,0,9.911609254447939,134.2970731535319,0.0
0,2024-01-04,Louisiana,73.46838671479959,James Madison,73.62250561532215,0,-0.15411890052256183,147.09089233012173,0.524
0,2024-01-04,Arizona,79.0931099060073,Colorado,71.1465029464301,0,7.9466069595771955,150.2396128524374,0.004
0,2024-01-04,Michigan St.,76.88711391150629,Penn St.,63.072011940532114,0,13.815101970974176,139.9591258520384,0.0
0,2024-01-04,Northeastern,68.3159377050451,Stony Brook,63.17461284586722,0,5.141324859177878,131.49055055091233,0.046
0,2024-01-04,Troy,69.08896542151426,Old Dominion,68.5523821296208,0,0.5365832918934643,137.64134755113506,0.437
0,2024-01-04,Tarleton St.,69.43133316001442,UT Arlington,67.2076859305451,0,2.2236472294693215,136.63901909055951,0.253
0,2024-01-04,South Alabama,68.22206078926408,Appalachian St.,67.06945874774189,0,1.1526020415221865,135.29151953700597,0.346
0,2024-01-04,LIU,65.72752357696805,Wagner,67.0416656015563,0,-1.31414202458825,132.76918917852436,0.649
0,2024-01-04,North Carolina A&T,67.41861781525544,Campbell,68.75931949904935,0,-1.3407016837939096,136.1779373143048,0.656
0,2024-01-04,Morehead St.,72.48465644615587,Tennessee Tech,64.27907040564295,0,8.205586040512912,136.76372685179882,0.005
0,2024-01-04,Arizona St.,69.51167680113285,Utah,69.27162207838369,0,0.24005472274916428,138.78329887951654,0.461
0,2024-01-04,Washington,70.40597444535636,Oregon,70.80861572969302,0,-0.4026412843366529,141.21459017504938,0.573
0,2024-01-04,New Mexico St.,69.14386060899753,UTEP,67.21693958489212,0,1.926921024105411,136.36080019388965,0.234
0,2024-01-04,Stetson,76.19259764844236,North Florida,70.91648862473453,0,5.276109023707832,147.1090862731769,0.074
0,2024-01-04,Cal Poly,62.84352804284473,Long Beach St.,75.73518805601306,0,-12.891660013168327,138.5787160988578,1.0
0,2024-01-04,Northern Kentucky,71.2336270460176,Youngstown St.,69.84643289947347,0,1.3871941465441324,141.0800599454911,0.331
0,2024-01-04,Little Rock,76.58838328465112,SIU Edwardsville,72.61747004140855,0,3.9709132432425633,149.20585332605967,0.096
0,2024-01-04,Pacific,69.6207334081715,San Francisco,72.32189723179228,0,-2.7011638236207745,141.9426306399638,0.787
0,2024-01-04,Merrimack,66.06629048093579,Fairleigh Dickinson,66.73825371489283,0,-0.6719632339570438,132.8045441958286,0.603
0,2024-01-05,Siena,67.77765840107242,Fairfield,65.41734245140584,0,2.360315949666571,133.19500085247824,0.212
0,2024-01-05,Butler,63.48027119685978,Connecticut,74.42947598647429,0,-10.949204789614505,137.90974718333408,1.0
0,2024-01-05,Purdue,75.33959088147795,Illinois,67.85817387841587,0,7.481417003062077,143.1977647598938,0.009
0,2024-01-05,Manhattan,63.778888839001375,Niagara,66.05237331279703,0,-2.273484473795655,129.8312621517984,0.794
0,2024-01-05,San Jose St.,65.8042749525269,Boise St.,71.82463760236702,0,-6.0203626498401235,137.62891255489393,0.96
0,2024-01-05,Toledo,79.19245732452222,Miami OH,70.97170376484976,0,8.22075355967246,150.164161089372,0.003
0,2024-01-05,Saint Peter's,63.08370254429353,Iona,68.82266889840179,0,-5.738966354108257,131.90637144269533,0.982
0,2024-01-05,Quinnipiac,71.84458530321054,Rider,70.20850119361776,0,1.6360841095927725,142.0530864968283,0.261
0,2024-01-05,Mount St. Mary's,67.29391760028176,Canisius,65.99650508276395,0,1.297412517517813,133.2904226830457,0.343
0,2024-01-06,Princeton,72.2702172795609,Harvard,65.14581611203201,0,7.124401167528887,137.41603339159292,0.003
0,2024-01-06,Kennesaw St.,73.0814506234379,Queens,71.50182806478605,0,1.5796225586518489,144.58327868822397,0.313
0,2024-01-06,Texas A&M Commerce,70.0410294606077,McNeese St.,73.72568994025548,0,-3.684660479647775,143.76671940086317,0.874
0,2024-01-06,VMI,66.32615095389116,Mercer,71.12925939890737,0,-4.803108445016207,137.45541035279854,0.93
0,2024-01-06,Jacksonville St.,69.87047110627427,FIU,70.46086342484018,0,-0.5903923185659181,140.33133453111446,0.596
0,2024-01-06,Illinois Chicago,72.78034301939694,Valparaiso,64.96969985445071,0,7.810643164946228,137.75004287384763,0.006
0,2024-01-06,UMBC,72.82322449168447,Bryant,73.69534161232714,0,-0.8721171206426703,146.5185661040116,0.622
0,2024-01-06,South Carolina St.,70.23077251400245,Norfolk St.,71.60223258497123,0,-1.37146007096878,141.83300509897367,0.672
0,2024-01-06,Detroit Mercy,73.85491472797084,Milwaukee,75.54165813108419,0,-1.6867434031133541,149.39657285905503,0.709
0,2024-01-06,Houston Christian,72.62449154533726,Nicholls St.,74.33357672310731,0,-1.7090851777700493,146.95806826844458,0.692
0,2024-01-06,Eastern Washington,75.55345699538078,North Dakota St.,70.10509742138699,0,5.448359573993798,145.65855441676777,0.038
0,2024-01-06,High Point,69.54347947633892,Gardner Webb,71.2943354666353,0,-1.7508559902963867,140.8378149429742,0.756
0,2024-01-06,Jackson St.,72.52738389261847,Alcorn St.,67.46784393413081,0,5.059539958487662,139.99522782674927,0.036
0,2024-01-06,Southern,65.3170850194295,Texas Southern,70.36973692451448,0,-5.052651905084986,135.68682194394398,0.962
0,2024-01-06,Stony Brook,67.18238717896286,Charleston,76.98207133645036,0,-9.799684157487505,144.16445851541323,1.0
0,2024-01-06,Penn,73.911881506457,Dartmouth,68.52839909149415,0,5.383482414962842,142.44028059795113,0.029
0,2024-01-06,Morehead St.,73.48195957704968,Tennessee St.,68.94887795489322,0,4.533081622156459,142.4308375319429,0.065
0,2024-01-06,Cal St. Northridge,64.40312697563758,Hawaii,73.04760283366574,0,-8.644475858028159,137.4507298093033,0.993
0,2024-01-06,Northern Colorado,75.7097915364876,Denver,70.10826366977167,0,5.6015278667159265,145.81805520625926,0.029
0,2024-01-06,Eastern Kentucky,77.2079112932821,Austin Peay,69.45166213901435,0,7.756249154267749,146.65957343229644,0.01
0,2024-01-06,Florida,72.11873320242975,Kentucky,71.78406786889731,0,0.3346653335324419,143.90280107132708,0.46
0,2024-01-06,Long Beach St.,76.81047758178946,UC Riverside,66.66050852347709,0,10.149969058312365,143.47098610526655,0.0
0,2024-01-06,USC Upstate,70.08531362297214,Winthrop,74.79316308044302,0,-4.707849457470886,144.87847670341517,0.965
0,2024-01-06,Incarnate Word,68.37259355437038,Texas A&M Corpus Chris,73.62153383975534,0,-5.248940285384961,141.9941273941257,0.934
0,2024-01-06,Oklahoma,65.39424558185087,Iowa St.,63.62042376587889,0,1.7738218159719779,129.01466934772975,0.235
0,2024-01-06,Missouri,74.78574184853039,Georgia,70.27508810469392,0,4.510653743836471,145.0608299532243,0.077
0,2024-01-06,UMKC,67.68557370499242,Portland St.,70.26630417872246,0,-2.5807304737300427,137.95187788371487,0.798
0,2024-01-06,South Alabama,71.49971455622837,Georgia St.,66.20156610001548,0,5.2981484562128855,137.70128065624385,0.042
0,2024-01-06,Vermont,72.01964112618845,Maine,63.256093308931256,0,8.76354781725719,135.27573443511972,0.0
0,2024-01-06,North Alabama,77.98003802345539,Central Arkansas,69.78545361220563,0,8.194584411249764,147.76549163566102,0.015
0,2024-01-06,Southern Miss,72.94606337290062,James Madison,69.92345163749,0,3.022611735410621,142.86951501039061,0.135
0,2024-01-06,Indiana,71.66070792187023,Ohio St.,69.39230019624388,0,2.2684077256263464,141.05300811811412,0.193
0,2024-01-06,Oakland,76.40105745841724,Green Bay,66.8315631908312,0,9.569494267586037,143.23262064924845,0.0
0,2024-01-06,Presbyterian,63.79648349933834,UNC Asheville,71.66988516550296,0,-7.873401666164618,135.4663686648413,0.997
0,2024-01-06,Seattle,72.71032574124015,Cal Baptist,65.90841888739119,0,6.801906853848962,138.61874462863136,0.008
0,2024-01-06,Grambling St.,68.67564753851117,Prairie View A&M,62.06937504227751,0,6.6062724962336645,130.74502258078869,0.011
0,2024-01-06,Rice,80.2059721140385,UTSA,71.35905423320068,0,8.846917880837822,151.56502634723918,0.003
0,2024-01-06,Buffalo,74.89810341723543,Western Michigan,66.94723121532,0,7.9508722019154305,141.84533463255542,0.002
0,2024-01-06,Louisiana Monroe,66.78609708788254,Georgia Southern,68.058094925534,0,-1.2719978376514547,134.84419201341655,0.658
0,2024-01-06,Little Rock,77.11252747375202,Eastern Illinois,65.65546780439333,0,11.4570596693587,142.76799527814535,0.0
0,2024-01-06,New Mexico,83.4042395782074,Wyoming,64.32794971492181,0,19.07628986328558,147.7321892931292,0.0
0,2024-01-06,North Carolina Central,69.63073054709518,Howard,70.85652157723375,0,-1.2257910301385664,140.48725212432893,0.653
0,2024-01-06,Bellarmine,70.66197156843107,Lipscomb,72.13033512402413,0,-1.4683635555930579,142.7923066924552,0.683
0,2024-01-06,Stetson,69.79953992593195,Jacksonville,64.49438724814357,0,5.305152677788385,134.29392717407552,0.049
0,2024-01-06,Hampton,73.28731145998465,Campbell,65.92947500361609,0,7.35783645636856,139.21678646360073,0.011
0,2024-01-06,William & Mary,63.57411070643926,Drexel,70.69760874319866,0,-7.1234980367594005,134.2717194496379,0.994
0,2024-01-06,Eastern Michigan,66.94898789840093,Kent St.,74.93912989332757,0,-7.9901419949266455,141.88811779172852,0.994
0,2024-01-06,Sam Houston St.,68.81472004708621,Louisiana Tech,67.1046581665415,0,1.710061880544714,135.9193782136277,0.255
0,2024-01-06,BYU,74.33106870511442,Cincinnati,68.12002785109549,0,6.211040854018933,142.4510965562099,0.02
0,2024-01-06,George Mason,71.62168358645687,Saint Louis,70.91257963059424,0,0.7091039558626306,142.5342632170511,0.389
0,2024-01-06,Evansville,68.20527445916825,Murray St.,76.74358318074914,0,-8.53830872158089,144.94885763991738,0.995
0,2024-01-06,Iowa,75.2762595362708,Rutgers,69.79509590857843,0,5.481163627692368,145.07135544484925,0.023
0,2024-01-06,Florida Gulf Coast,78.45993242832763,North Florida,68.30955627256209,0,10.150376155765542,146.76948870088972,0.001
0,2024-01-06,New Hampshire,67.79720383302929,UMass Lowell,71.94802544933162,0,-4.150821616302338,139.74522928236092,0.916
0,2024-01-06,Fordham,71.9201763657185,La Salle,66.52569340036523,0,5.394482965353276,138.44586976608372,0.026
0,2024-01-06,New Orleans,74.73192385080134,Southeastern Louisiana,75.55928422720972,0,-0.8273603764083788,150.29120807801104,0.609
0,2024-01-06,Ball St.,75.59511528578525,Central Michigan,66.92072086422156,0,8.67439442156369,142.5158361500068,0.002
0,2024-01-06,Arizona,79.64914314044857,Utah,67.96341488357854,0,11.685728256870036,147.61255802402712,0.0
0,2024-01-06,San Diego St.,74.23739408229791,UNLV,64.76090281759971,0,9.476491264698197,138.99829689989764,0.001
0,2024-01-06,Navy,65.85303393161742,Colgate,74.30012005517071,0,-8.44708612355329,140.15315398678814,1.0
0,2024-01-06,Bucknell,67.3077358435826,American,69.06389555784429,0,-1.7561597142616847,136.3716314014269,0.74
0,2024-01-06,Mississippi Valley St.,64.63706050484043,Alabama St.,66.85523493582889,0,-2.218174430988455,131.49229544066932,0.765
0,2024-01-06,Purdue Fort Wayne,70.77120412041137,Wright St.,77.9065454006515,0,-7.135341280240127,148.67774952106288,0.986
0,2024-01-06,Georgetown,73.06009726522565,DePaul,72.99222133546246,0,0.0678759297631899,146.05231860068812,0.481
0,2024-01-06,Houston,76.33387882949495,West Virginia,63.576234194377236,0,12.757644635117714,139.91011302387219,0.0
0,2024-01-06,Longwood,71.2469552480787,Charleston Southern,64.34753966068995,0,6.899415587388759,135.59449490876864,0.007
0,2024-01-06,Utah Valley,75.14221158217246,Southern Utah,65.84211065740024,0,9.300100924772224,140.9843222395727,0.003
0,2024-01-06,St. Thomas,70.75762103318405,Sacramento St.,67.71617407895067,0,3.041446954233379,138.47379511213472,0.138
0,2024-01-06,The Citadel,67.65633600421572,Samford,74.9041696914541,0,-7.2478336872383835,142.5605056956698,0.997
0,2024-01-06,Portland,76.17678890445303,Pacific,72.72724110554621,0,3.4495477989068206,148.90403000999925,0.154
0,2024-01-06,Merrimack,65.7297383258407,Sacred Heart,68.52304272380186,0,-2.7933043979611654,134.25278104964258,0.814
0,2024-01-06,Cal Poly,61.02692040675257,UC Santa Barbara,71.36415411807917,0,-10.337233711326597,132.39107452483174,1.0
0,2024-01-06,Towson,70.17435942768454,UNC Wilmington,66.78155367918936,0,3.392805748495178,136.95591310687388,0.119
0,2024-01-06,Vanderbilt,71.1016992452508,Alabama,79.92208847374798,0,-8.820389228497177,151.0237877189988,1.0
0,2024-01-06,Ohio,79.1061749018942,Northern Illinois,67.64808526982928,0,11.458089632064926,146.7542601717235,0.0
0,2024-01-06,Texas,70.49916041782241,Texas Tech,61.43999849477175,0,9.05916192305066,131.93915891259417,0.002
0,2024-01-06,Troy,67.9822321776404,Appalachian St.,69.93898733303605,0,-1.9567551553956548,137.92121951067645,0.721
0,2024-01-06,VCU,78.52403777948624,George Washington,66.91848903993403,0,11.605548739552205,145.44252681942027,0.0
0,2024-01-06,Boston University,67.1395103856454,Lafayette,64.22089799917069,0,2.918612386474706,131.36040838481608,0.148
0,2024-01-06,Stonehill,70.62560553167886,LIU,67.79645264445463,0,2.8291528872242253,138.42205817613348,0.216
0,2024-01-06,Tennessee,74.97003710367473,Mississippi,60.274552790748594,0,14.695484312926133,135.2445898944233,0.0
0,2024-01-06,USC,74.93319164312567,Stanford,67.91754441239257,0,7.015647230733094,142.85073605551824,0.014
0,2024-01-06,Maryland Eastern Shore,69.71636201462891,Morgan St.,67.48534397864682,0,2.231018035982089,137.20170599327574,0.282
0,2024-01-06,Akron,75.37721205332296,Bowling Green,68.37734676143305,0,6.999865291889918,143.75455881475602,0.003
0,2024-01-06,Bethune Cookman,67.73511307349962,Florida A&M,64.854185003759,0,2.8809280697406194,132.5892980772586,0.194
0,2024-01-06,Montana,74.65747308552146,South Dakota,66.87664157572765,0,7.780831509793813,141.5341146612491,0.007
0,2024-01-06,Richmond,68.4195891266667,St. Bonaventure,70.31306133951243,0,-1.8934722128457366,138.7326504661791,0.769
0,2024-01-06,Western Illinois,72.37669439358861,Lindenwood,64.01091589702023,0,8.365778496568382,136.38761029060885,0.009
0,2024-01-06,Stephen F. Austin,75.33033667795773,UT Arlington,65.06184715961157,0,10.268489518346158,140.3921838375693,0.001
0,2024-01-06,Arkansas,74.23729583308764,Auburn,69.29448588868473,0,4.94280994440291,143.53178172177238,0.03
0,2024-01-06,Utah St.,72.69531092490139,Colorado St.,71.51438572825296,0,1.180925196648431,144.20969665315437,0.354
0,2024-01-06,Fairleigh Dickinson,75.37358510202041,Le Moyne,65.55740574649056,0,9.816179355529854,140.930990848511,0.003
0,2024-01-06,North Texas,71.54565209932429,Tulane,68.9625953470698,0,2.5830567522544925,140.50824744639408,0.193
0,2024-01-06,Southern Indiana,71.22153522470346,Tennessee Tech,69.41181611091567,0,1.8097191137877928,140.63335133561912,0.293
0,2024-01-06,Texas St.,69.57563788792856,Marshall,71.08285966676621,0,-1.5072217788376463,140.65849755469478,0.675
0,2024-01-06,NJIT,68.4644029663048,Albany,67.88624677166239,0,0.5781561946424176,136.3506497379672,0.415
0,2024-01-06,Cal St. Fullerton,71.61135129868723,UC San Diego,66.63522195869945,0,4.976129339987779,138.24657325738667,0.059
0,2024-01-06,Georgia Tech,72.23744764837919,Boston College,68.62082499924945,0,3.616622649129738,140.85827264762864,0.12
0,2024-01-06,Charlotte,65.17397232683447,Florida Atlantic,73.64125285302032,0,-8.467280526185846,138.8152251798548,0.998
0,2024-01-06,Delaware St.,71.01164293462413,Coppin St.,64.03016942600011,0,6.9814735086240205,135.04181236062425,0.011
0,2024-01-06,Elon,71.85682874678555,North Carolina A&T,65.43695149261701,0,6.41987725416854,137.29378023940257,0.01
0,2024-01-06,Chattanooga,73.63672236344227,Furman,75.82207329251347,0,-2.185350929071191,149.45879565595573,0.793
0,2024-01-06,Western Kentucky,67.96758276532087,Liberty,69.82301069936595,0,-1.8554279340450819,137.79059346468682,0.741
0,2024-01-06,Pepperdine,75.59857067127443,Santa Clara,74.83079388027154,0,0.7677767910028876,150.42936455154597,0.4
0,2024-01-06,Wisconsin,72.96736567596494,Nebraska,65.64124426086778,0,7.3261214150971625,138.60860993683272,0.004
0,2024-01-06,Bradley,70.96648178768402,Missouri St.,63.93168499873337,0,7.034796788950651,134.8981667864174,0.007
0,2024-01-06,Lamar,70.87852808531208,Northwestern St.,67.80720713581006,0,3.0713209495020237,138.68573522112214,0.163
0,2024-01-06,Notre Dame,63.10797066266679,Duke,75.8840609244089,0,-12.776090261742112,138.9920315870757,1.0
0,2024-01-06,Illinois St.,68.27339961902219,Southern Illinois,63.55917680993967,0,4.714222809082514,131.83257642896186,0.035
0,2024-01-06,Florida St.,73.48672836700919,Virginia Tech,71.83039486417553,0,1.656333502833661,145.31712323118472,0.283
0,2024-01-06,Washington,74.813069253844,Oregon St.,63.540484245028885,0,11.27258500881512,138.35355349887288,0.0
0,2024-01-06,Loyola MD,70.09169127410516,Lehigh,70.09838065432163,0,-0.006689380216471363,140.1900719284268,0.511
0,2024-01-06,N.C. State,68.28224435340546,Virginia,66.43414946765854,0,1.8480948857469173,134.716393821064,0.255
0,2024-01-06,Washington St.,68.1429845803772,Oregon,71.07846231906046,0,-2.935477738683261,139.22144689943767,0.861
0,2024-01-06,Creighton,76.66051159729189,Providence,65.86110618167665,0,10.79940541561524,142.52161777896853,0.0
0,2024-01-06,South Carolina,64.1997869015369,Mississippi St.,66.15794581616704,0,-1.9581589146301468,130.35773271770393,0.75
0,2024-01-06,Oklahoma St.,67.99587202455284,Baylor,72.89694487950315,0,-4.901072854950314,140.892816904056,0.942
