,Date,Team,Score,Opponent,Opponent Score,Location,Spread,OU,Win Percent
0,2023-11-18,Monmouth,67.58545857518033,Princeton,73.98762690860367,0,-6.402168333423347,141.57308548378398,0.99
0,2023-11-18,Winthrop,77.74207628369858,IUPUI,65.41918504802152,0,12.322891235677062,143.16126133172008,0.0
0,2023-11-18,Minnesota,76.85005598105046,USC Upstate,64.32453008033828,0,12.525525900712182,141.17458606138874,0.0
0,2023-11-18,Nevada,79.11053435309904,Portland,68.61709930847124,0,10.493435044627802,147.72763366157028,0.001
0,2023-11-18,UC San Diego,71.37929024186374,Navy,65.62000121371447,0,5.759289028149269,136.9992914555782,0.019
0,2023-11-18,Georgetown,73.46695318371232,Mount St. Mary's,63.79303150681423,0,9.67392167689809,137.25998469052655,0.001
0,2023-11-18,Temple,74.06873231408294,Columbia,66.01642260752871,0,8.052309706554226,140.08515492161166,0.003
0,2023-11-18,Loyola MD,71.30408579151299,Sacred Heart,70.74012115362072,0,0.5639646378922691,142.0442069451337,0.417
0,2023-11-18,Pacific,76.03485575286764,Lamar,63.637917443013954,0,12.396938309853688,139.6727731958816,0.0
0,2023-11-18,Rutgers,77.85683446875423,Howard,61.49446573016487,0,16.36236873858936,139.3513001989191,0.0
0,2023-11-18,Santa Clara,78.10337588505732,Southeastern Louisiana,70.59326457021835,0,7.510111314838966,148.69664045527566,0.006
0,2023-11-18,Lipscomb,76.76758449840224,Alabama A&M,64.64250121934192,0,12.12508327906032,141.41008571774415,0.0
0,2023-11-18,Boston College,71.94283518894977,Harvard,64.0891178833356,0,7.853717305614168,136.03195307228538,0.002
0,2023-11-18,North Florida,71.33159661825344,Maine,68.7787512151438,0,2.552845403109643,140.11034783339724,0.216
0,2023-11-18,Loyola Chicago,81.09801217476853,New Orleans,64.62217923316837,0,16.47583294160016,145.7201914079369,0.0
0,2023-11-18,Seton Hall,75.90843939002036,Wagner,55.6847220209615,0,20.22371736905886,131.59316141098185,0.0
0,2023-11-18,New Mexico St.,74.53885995774748,Northern Colorado,67.51538195878119,0,7.023477998966285,142.05424191652867,0.009
0,2023-11-18,VCU,72.84796144068187,Seattle,66.7284906687694,0,6.119470771912475,139.57645210945128,0.012
0,2023-11-18,Longwood,70.58371369510611,North Carolina Central,64.44000582370641,0,6.143707871399698,135.02371951881253,0.033
0,2023-11-18,Coppin St.,65.07702386676652,Eastern Illinois,68.22814940144396,1,-3.1511255346774334,133.30517326821047,0.81
0,2023-11-18,Maryland Eastern Shore,66.00202255986272,Penn,71.80517599125442,0,-5.803153431391692,137.80719855111715,0.955
0,2023-11-18,Creighton,82.40000802200434,Texas Southern,60.471432196517114,0,21.92857582548723,142.87144021852146,0.0
0,2023-11-18,Little Rock,75.47001077934964,Northern Illinois,73.78379537453496,1,1.686215404814675,149.2538061538846,0.275
0,2023-11-18,Evansville,70.32060447700667,Ball St.,73.37795951340819,0,-3.0573550364015176,143.69856399041487,0.843
0,2023-11-18,Oregon St.,65.59399016987462,Nebraska,75.76583739716973,1,-10.171847227295117,141.35982756704436,1.0
0,2023-11-18,Northwestern,74.34986416344604,Rhode Island,62.495968796606405,1,11.853895366839637,136.84583296005246,0.0
0,2023-11-18,Queens,72.0068089338007,Fairfield,68.20301214039561,1,3.803796793405084,140.20982107419633,0.125
0,2023-11-18,Northwestern St.,67.9392490439512,Presbyterian,68.60416619309053,1,-0.6649171491393417,136.54341523704173,0.586
0,2023-11-18,Gardner Webb,69.32121395158055,Colgate,72.29292871743732,1,-2.971714765856774,141.61414266901787,0.886
0,2023-11-18,Portland St.,72.65781381738694,Cal Poly,62.895997955350666,1,9.761815862036272,135.55381177273762,0.006
0,2023-11-18,BYU,87.37363018291656,Morgan St.,59.07908630202642,0,28.29454388089014,146.45271648494298,0.0
0,2023-11-18,Elon,68.80010128441977,Holy Cross,68.63877905366182,1,0.16132223075794627,137.4388803380816,0.478
0,2023-11-18,Florida Atlantic,82.39673815934404,Bryant,64.10739451628187,0,18.289343643062168,146.5041326756259,0.0
0,2023-11-18,Weber St.,70.74677392293408,Colgate,71.88954161688336,1,-1.1427676939492812,142.63631553981745,0.661
0,2023-11-18,Mississippi St.,69.97896339975523,Washington St.,62.79294527776065,1,7.186018121994579,132.77190867751588,0.011
0,2023-11-19,Arizona,86.45204938049721,UT Arlington,61.48049274525792,0,24.971556635239295,147.93254212575513,0.0
0,2023-11-19,Miami OH,74.03390647358279,Eastern Illinois,63.40017464384878,0,10.63373182973401,137.43408111743156,0.0
0,2023-11-19,USC,79.91167232925062,Brown,60.54935136542894,0,19.36232096382168,140.46102369467957,0.0
0,2023-11-19,South Alabama,73.71090493764402,SIU Edwardsville,66.63123900503423,0,7.079665932609785,140.34214394267826,0.012
0,2023-11-19,Air Force,74.4911353030164,Nebraska Omaha,64.13916943398327,0,10.351965869033137,138.63030473699968,0.0
0,2023-11-19,Gardner Webb,65.06307385272534,Yale,72.98104035318534,1,-7.917966500459997,138.04411420591066,0.999
0,2023-11-19,South Dakota St.,67.39420267359709,UCF,72.23231638844857,1,-4.838113714851474,139.62651906204565,0.97
0,2023-11-19,Marshall,72.45728938295034,Utah St.,74.4000222057136,1,-1.9427328227632614,146.85731158866395,0.767
0,2023-11-19,FIU,69.11692888887393,Akron,71.95888580588641,1,-2.8419569170124817,141.07581469476034,0.858
0,2023-11-19,Georgetown,75.90971133945109,American,65.41380501553004,0,10.495906323921048,141.32351635498114,0.0
0,2023-11-19,Missouri,80.776678991434,Jackson St.,63.656118127445446,0,17.12056086398855,144.43279711887945,0.0
0,2023-11-19,Chattanooga,76.84599975083972,Tennessee Tech,66.58824596379156,0,10.25775378704816,143.4342457146313,0.003
0,2023-11-19,Illinois,83.97540653406372,Southern,56.10857407688296,0,27.866832457180763,140.0839806109467,0.0
0,2023-11-19,Quinnipiac,72.80653203602155,Albany,67.41985322485543,0,5.386678811166121,140.22638526087698,0.021
0,2023-11-19,South Florida,71.26242723604304,Northern Iowa,68.86981611600443,0,2.392611120038609,140.13224335204745,0.2
0,2023-11-19,UC Santa Barbara,79.94974797373006,Le Moyne,59.972750293189634,0,19.97699768054042,139.9224982669197,0.0
0,2023-11-19,Central Connecticut,69.37481840072701,Manhattan,65.22667648856212,0,4.148141912164888,134.60149488928914,0.071
0,2023-11-19,Ohio St.,82.990410847049,Western Michigan,58.350969931019726,0,24.63944091602928,141.34138077806873,0.0
0,2023-11-19,Southern Miss,69.65252388654454,Utah Valley,68.22602571576805,1,1.4264981707764974,137.8785496023126,0.299
0,2023-11-19,Connecticut,73.8018238178622,Indiana,66.02301480413209,1,7.778809013730111,139.82483862199427,0.001
0,2023-11-19,Drexel,73.98473201062554,Queens,67.38176463860967,0,6.602967372015868,141.36649664923522,0.014
0,2023-11-19,Iowa St.,74.91140490525315,Grambling St.,53.68491462816373,0,21.226490277089418,128.59631953341687,0.0
0,2023-11-19,Portland St.,74.73270707121515,St. Thomas,71.82026944940299,1,2.9124376218121597,146.55297652061813,0.181
0,2023-11-19,Drake,76.69321792413844,Oakland,64.79514847034056,1,11.898069453797874,141.488366394479,0.0
0,2023-11-19,Texas,76.51970448104592,Louisville,63.58686958726153,1,12.932834893784388,140.10657406830745,0.0
0,2023-11-19,Cornell,73.25846778814794,Cal St. Fullerton,70.11847596495976,1,3.1399918231881827,143.3769437531077,0.154
0,2023-11-19,UMBC,73.11430700124754,Loyola MD,68.68134075548329,0,4.4329662457642485,141.79564775673083,0.048
0,2023-11-19,Loyola Marymount,72.82800491995016,Stephen F. Austin,71.23743350471578,1,1.590571415234379,144.06543842466596,0.296
0,2023-11-19,Virginia Tech,79.25544498638999,Wofford,63.19935818742929,0,16.0560867989607,142.45480317381927,0.0
0,2023-11-19,Georgia St.,75.1557939436154,Little Rock,71.30861959670496,0,3.8471743469104354,146.46441354032035,0.094
