,Date,Home,Away,Home Score,Away Score,OT,Conf,Result,Nuetral
144,2021-11-09,Stanford,Tarleton St.,62.0,50.0,,0,1,0
145,2021-11-09,Princeton,Rutgers Camden,94.0,28.0,,0,1,0
146,2021-11-09,Mississippi,New Orleans,82.0,61.0,,0,1,0
147,2021-11-09,Minnesota,UMKC,71.0,56.0,,0,1,0
148,2021-11-09,Wisconsin,St. Francis NY,81.0,58.0,,0,1,0
149,2021-11-09,Western Kentucky,Alabama St.,79.0,74.0,,0,1,0
150,2021-11-09,UCLA,Cal St. Bakersfield,95.0,58.0,,0,1,0
151,2021-11-09,Green Bay,Indiana St.,77.0,81.0,,0,0,0
152,2021-11-09,Eastern Kentucky,Georgetown KY,93.0,63.0,,0,1,0
153,2021-11-09,Howard,District of Columbia,87.0,59.0,,0,1,0
154,2021-11-09,Oregon St.,Portland St.,73.0,64.0,,0,1,0
155,2021-11-09,Charlotte,Monmouth,68.0,66.0,,0,1,0
156,2021-11-09,Rice,Pepperdine,82.0,63.0,,0,1,0
157,2021-11-09,South Florida,Bethune Cookman,75.0,54.0,,0,1,0
158,2021-11-09,Northern Kentucky,Wheeling Jesuit,82.0,54.0,,0,1,0
159,2021-11-09,San Diego,La Verne,103.0,38.0,,0,1,0
160,2021-11-09,Harvard,Morehouse,86.0,70.0,,0,1,0
161,2021-11-09,George Washington,St. Francis PA,75.0,72.0,,0,1,0
162,2021-11-09,Purdue Fort Wayne,Earlham,103.0,54.0,,0,1,0
163,2021-11-09,Texas A&M Corpus Chris,Texas Lutheran,102.0,64.0,,0,1,0
164,2021-11-09,Florida Gulf Coast,Florida National,94.0,57.0,,0,1,0
165,2021-11-09,Georgia Southern,Ball St.,82.0,71.0,,0,1,0
166,2021-11-09,Brown,Salve Regina,89.0,59.0,,0,1,0
167,2021-11-09,Campbell,William Peace,85.0,50.0,,0,1,0
168,2021-11-09,Texas Tech,North Florida,89.0,74.0,,0,1,0
169,2021-11-09,New Hampshire,St. Joseph's ME,98.0,53.0,,0,1,0
170,2021-11-09,Manhattan,Manhattanville,99.0,42.0,,0,1,0
171,2021-11-09,High Point,Shenandoah,108.0,59.0,,0,1,0
172,2021-11-09,Villanova,Mount St. Mary's,91.0,51.0,,0,1,0
173,2021-11-09,Cal Baptist,San Francisco St.,87.0,65.0,,0,1,0
174,2021-11-09,Montana,Dickinson St.,74.0,27.0,,0,1,0
175,2021-11-09,Georgia,FIU,58.0,51.0,,0,1,0
176,2021-11-09,Houston,Hofstra,83.0,75.0,OT,0,1,0
177,2021-11-09,Lipscomb,Birmingham Southern,105.0,98.0,,0,1,0
178,2021-11-09,Arizona,Northern Arizona,81.0,52.0,,0,1,0
179,2021-11-09,Tennessee,Tennessee Martin,90.0,62.0,,0,1,0
180,2021-11-09,UMass Lowell,Rivier,91.0,55.0,,0,1,0
181,2021-11-10,Florida St.,Penn,105.0,70.0,,0,1,0
182,2021-11-10,Hawaii,Hawaii Hilo,97.0,67.0,,0,1,0
183,2021-11-10,Sam Houston St.,LeTourneau,97.0,54.0,,0,1,0
184,2021-11-10,Michigan,Buffalo,88.0,76.0,,0,1,0
185,2021-11-10,Purdue,Morehead St.,80.0,57.0,98%,0,1,0
186,2021-11-10,Tulsa,Northwestern St.,82.0,75.0,,0,1,0
187,2021-11-10,Old Dominion,Virginia Wesleyan,80.0,60.0,,0,1,0
188,2021-11-10,UNLV,Gardner Webb,64.0,58.0,,0,1,0
189,2021-11-10,Texas A&M,North Florida,64.0,46.0,,0,1,0
190,2021-11-10,Western Michigan,Hope,76.0,58.0,,0,1,0
191,2021-11-10,Saint Louis,Harris Stowe,127.0,54.0,,0,1,0
192,2021-11-10,Rutgers,Lehigh,73.0,70.0,OT,0,1,0
193,2021-11-10,Seattle,Alcorn St.,69.0,66.0,,0,1,0
194,2021-11-10,Seton Hall,Fairleigh Dickinson,93.0,49.0,,0,1,0
195,2021-11-10,New Mexico,Florida Atlantic,99.0,92.0,,0,1,0
196,2021-11-10,Temple,Maryland Eastern Shore,72.0,49.0,,0,1,0
197,2021-11-10,UC Santa Barbara,San Francisco St.,119.0,65.0,,0,1,0
198,2021-11-10,James Madison,Carlow,135.0,40.0,,0,1,0
199,2021-11-10,Vanderbilt,Alabama St.,91.0,72.0,,0,1,0
200,2021-11-10,Northern Colorado,Pacific,67.0,65.0,,0,1,1
201,2021-11-10,Wake Forest,William & Mary,77.0,59.0,,0,1,0
202,2021-11-10,Kansas St.,Florida A&M,67.0,57.0,,0,1,0
203,2021-11-10,Wyoming,Detroit Mercy,85.0,47.0,,0,1,0
204,2021-11-10,Idaho,Long Beach St.,89.0,95.0,OT,0,0,0
205,2021-11-10,Mississippi St.,North Alabama,75.0,49.0,,0,1,0
206,2021-11-10,Penn St.,Youngstown St.,75.0,59.0,,0,1,0
207,2021-11-10,DePaul,Coppin St.,97.0,72.0,,0,1,0
208,2021-11-10,Howard,Regent,118.0,54.0,,0,1,0
209,2021-11-10,UCF,Robert Morris,69.0,59.0,,0,1,0
210,2021-11-11,UNC Asheville,Brevard,101.0,44.0,,0,1,0
211,2021-11-11,TCU,McNeese St.,77.0,61.0,,0,1,0
212,2021-11-11,Creighton,Kennesaw St.,51.0,44.0,,0,1,0
213,2021-11-11,Washington,Northern Arizona,73.0,62.0,,0,1,0
214,2021-11-11,San Francisco,Prairie View A&M,92.0,76.0,,0,1,0
215,2021-11-11,Norfolk St.,Penn St. Wilkes Barre,111.0,55.0,,0,1,0
216,2021-11-11,Hawaii,Northern Colorado,78.0,81.0,,0,0,0
217,2021-11-11,Maryland,George Washington,71.0,64.0,,0,1,0
218,2021-11-11,Charleston,South Carolina St.,106.0,74.0,,0,1,0
219,2021-11-11,NJIT,Merrimack,54.0,61.0,,0,0,0
220,2021-11-11,Liberty,Regent,85.0,24.0,,0,1,0
221,2021-11-11,Providence,Sacred Heart,92.0,64.0,,0,1,0
222,2021-11-11,Stephen F. Austin,Mary Hardin Baylor,76.0,63.0,,0,1,0
223,2021-11-11,Arizona St.,UC Riverside,65.0,66.0,,0,0,0
224,2021-11-11,Northern Iowa,Vermont,57.0,71.0,,0,0,0
225,2021-11-11,Evansville,IUPUI,60.0,40.0,,0,1,0
226,2021-11-11,Eastern Kentucky,Ohio Valley,103.0,74.0,,0,1,0
227,2021-11-11,San Jose St.,Cal St. Fullerton,78.0,76.0,,0,1,0
228,2021-11-11,South Dakota,Air Force,59.0,53.0,,0,1,0
229,2021-11-11,Portland,Willamette,122.0,78.0,,0,1,0
230,2021-11-11,Pacific,Hawaii Hilo,85.0,74.0,,0,1,1
231,2021-11-11,Mount St. Mary's,Washington College,117.0,62.0,,0,1,0
232,2021-11-11,Morgan St.,Penn State Allegheny,126.0,71.0,,0,1,0
233,2021-11-12,Middle Tennessee,Bethune Cookman,71.0,51.0,,0,1,0
234,2021-11-12,Little Rock,Champion Christian,115.0,51.0,,0,1,0
235,2021-11-12,Manhattan,Fordham,66.0,60.0,,0,1,0
236,2021-11-12,Chicago St.,SIU Edwardsville,67.0,56.0,,0,1,0
237,2021-11-12,Illinois,Arkansas St.,92.0,53.0,,0,1,0
238,2021-11-12,Washington St.,Seattle,79.0,61.0,,0,1,0
239,2021-11-12,Colorado St.,Arkansas Pine Bluff,91.0,71.0,,0,1,0
240,2021-11-12,The Citadel,Morris,108.0,67.0,,0,1,0
241,2021-11-12,Grand Canyon,North Florida,65.0,51.0,,0,1,0
242,2021-11-12,Texas Tech,Grambling St.,88.0,62.0,,0,1,0
243,2021-11-12,Northwestern,High Point,95.0,60.0,,0,1,0
244,2021-11-12,LSU,Texas St.,84.0,59.0,,0,1,0
245,2021-11-12,Georgia Tech,Stetson,77.0,52.0,,0,1,0
246,2021-11-12,South Carolina St.,Loyola MD,65.0,75.0,,0,0,1
247,2021-11-12,Southeastern Louisiana,Southeastern Baptist,128.0,58.0,,0,1,0
248,2021-11-12,Iowa St.,Oregon St.,60.0,50.0,,0,1,0
249,2021-11-12,UC Davis,Eastern Washington,84.0,76.0,,0,1,0
250,2021-11-12,Boston College,Holy Cross,85.0,55.0,,0,1,0
251,2021-11-12,Elon,Randolph,107.0,62.0,,0,1,0
252,2021-11-12,Wake Forest,Western Carolina,87.0,75.0,,0,1,0
253,2021-11-12,Utah Valley,Antelope Valley,82.0,48.0,,0,1,0
254,2021-11-12,Oklahoma,UTSA,96.0,44.0,,0,1,0
255,2021-11-12,Utah St.,Richmond,85.0,74.0,,0,1,1
256,2021-11-12,Alabama,South Dakota St.,104.0,88.0,,0,1,0
257,2021-11-12,Louisville,Furman,72.0,80.0,OT,0,0,0
258,2021-11-12,Butler,Central Arkansas,85.0,53.0,,0,1,0
259,2021-11-12,Rhode Island,Bryant,83.0,64.0,,0,1,0
260,2021-11-12,Ohio St.,Niagara,84.0,74.0,,0,1,0
261,2021-11-12,Boston University,Gordon,85.0,61.0,,0,1,0
262,2021-11-12,Arizona,UT Rio Grande Valley,104.0,50.0,,0,1,0
263,2021-11-12,Texas A&M,Abilene Christian,81.0,80.0,2OT,0,1,0
264,2021-11-12,Nevada,San Diego,68.0,75.0,,0,0,0
265,2021-11-12,Western Illinois,Culver Stockton,91.0,69.0,,0,1,0
266,2021-11-12,Portland St.,Evergreen St.,100.0,44.0,,0,1,0
267,2021-11-12,George Mason,Penn,87.0,66.0,,0,1,0
268,2021-11-12,Wisconsin,Green Bay,72.0,34.0,,0,1,0
269,2021-11-12,Northern Kentucky,UNC Greensboro,69.0,70.0,OT,0,0,0
270,2021-11-12,Louisiana Tech,Jackson St.,70.0,68.0,,0,1,0
271,2021-11-12,Maine,Maine Farmington,71.0,52.0,,0,1,0
272,2021-11-12,Michigan St.,Western Michigan,90.0,46.0,,0,1,0
273,2021-11-12,Georgia St.,Northeastern,83.0,64.0,,0,1,0
274,2021-11-12,Navy,Virginia Tech,57.0,77.0,,0,0,0
275,2021-11-12,Rider,Coppin St.,81.0,69.0,,0,1,0
276,2021-11-12,Nebraska,Sam Houston St.,74.0,65.0,,0,1,0
277,2021-11-12,Oklahoma St.,Oakland,55.0,56.0,,0,0,0
278,2021-11-12,Baylor,Incarnate Word,87.0,60.0,,0,1,0
279,2021-11-12,UNC Wilmington,Guilford,77.0,68.0,,0,1,0
280,2021-11-12,Mississippi,Charleston Southern,93.0,68.0,,0,1,0
281,2021-11-12,Campbell,Hartford,68.0,67.0,,0,1,1
282,2021-11-12,Nicholls St.,Carver,120.0,52.0,,0,1,0
283,2021-11-12,Longwood,Virginia Lynchburg,80.0,46.0,,0,1,0
284,2021-11-12,Charleston,Lipscomb,86.0,77.0,,0,1,0
285,2021-11-12,Yale,Massachusetts,91.0,71.0,,0,1,0
286,2021-11-12,Kentucky,Robert Morris,100.0,60.0,,0,1,0
287,2021-11-12,Kansas,Tarleton St.,88.0,62.0,,0,1,0
288,2021-11-12,Southern Illinois,Austin Peay,73.0,55.0,,0,1,0
289,2021-11-12,Duke,Army,82.0,56.0,,0,1,0
290,2021-11-12,Western Kentucky,Minnesota,69.0,73.0,,0,0,1
291,2021-11-12,Southern Miss,Louisiana,45.0,66.0,,0,0,0
292,2021-11-12,Delaware St.,Salisbury,78.0,91.0,,0,0,0
293,2021-11-12,Santa Clara,Stanford,88.0,72.0,,0,1,0
294,2021-11-12,Presbyterian,VMI,73.0,72.0,OT,0,1,0
295,2021-11-12,Houston,Rice,79.0,46.0,,0,1,0
296,2021-11-12,UAB,Morehead St.,85.0,71.0,,0,1,0
297,2021-11-12,North Carolina,Brown,94.0,87.0,,0,1,0
298,2021-11-12,South Carolina,Princeton,62.0,66.0,,0,0,1
299,2021-11-12,Denver,Ottawa AZ,71.0,72.0,,0,0,0
300,2021-11-12,Marshall,Wright St.,96.0,88.0,,0,1,0
301,2021-11-12,Dixie St.,Southern Utah,83.0,76.0,,0,1,0
302,2021-11-12,Charlotte,USC Upstate,76.0,64.0,,0,1,0
303,2021-11-12,Virginia,Radford,73.0,52.0,,0,1,0
304,2021-11-12,Clemson,Wofford,76.0,68.0,,0,1,0
305,2021-11-12,Cal Poly,North Dakota St.,57.0,60.0,,0,0,0
306,2021-11-12,Pepperdine,Idaho St.,65.0,60.0,,0,1,0
307,2021-11-12,Auburn,Louisiana Monroe,93.0,65.0,,0,1,0
308,2021-11-12,Bowling Green,Ohio Wesleyan,101.0,60.0,,0,1,0
309,2021-11-12,William & Mary,American,62.0,74.0,,0,0,0
310,2021-11-12,Lafayette,Cornell,85.0,90.0,,0,0,0
311,2021-11-12,Iowa,UMKC,89.0,57.0,,0,1,0
312,2021-11-12,Saint Mary's,Texas Southern,67.0,58.0,,0,1,0
313,2021-11-12,West Virginia,Pittsburgh,74.0,59.0,,0,1,0
314,2021-11-12,Saint Louis,Eastern Illinois,86.0,44.0,,0,1,0
315,2021-11-12,Xavier,Kent St.,73.0,59.0,,0,1,0
316,2021-11-12,BYU,San Diego St.,66.0,60.0,,0,1,0
317,2021-11-12,Quinnipiac,Western New England,103.0,52.0,,0,1,0
318,2021-11-12,East Carolina,Canisius,83.0,71.0,,0,1,0
319,2021-11-12,UCLA,Villanova,86.0,77.0,OT,0,1,0
320,2021-11-12,Columbia,Marist,67.0,82.0,,0,0,0
321,2021-11-12,FIU,Trinity FL,111.0,48.0,,0,1,0
322,2021-11-12,Fresno St.,LIU,84.0,60.0,,0,1,0
323,2021-11-12,Marquette,New Hampshire,75.0,70.0,,0,1,0
324,2021-11-12,Idaho,George Fox,95.0,85.0,,0,1,0
325,2021-11-12,Oregon,SMU,86.0,63.0,,0,1,0
326,2021-11-12,Indiana,Northern Illinois,85.0,49.0,,0,1,0
327,2021-11-12,Appalachian St.,East Tennessee St.,69.0,67.0,,0,1,0
328,2021-11-12,Oral Roberts,Southwestern Christian,121.0,50.0,,0,1,0
329,2021-11-12,Eastern Michigan,Illinois St.,103.0,98.0,2OT,0,1,0
330,2021-11-13,Purdue,Xavier,78.0,68.0,82%,0,1,0
331,2021-11-13,Portland,Alcorn St.,62.0,58.0,,0,1,0
332,2021-11-13,Tulane,Southern,70.0,73.0,,0,0,0
333,2021-11-13,Northwestern St.,Champion Christian,91.0,62.0,,0,1,0
334,2021-11-13,Charleston,Loyola MD,79.0,72.0,,0,1,0
335,2021-11-13,Norfolk St.,Tennessee St.,66.0,59.0,,0,1,1
336,2021-11-13,Missouri St.,Alabama St.,78.0,60.0,,0,1,0
337,2021-11-13,Utah,Sacramento St.,89.0,56.0,,0,1,0
338,2021-11-13,Colorado,New Mexico,87.0,76.0,,0,1,0
339,2021-11-13,Gonzaga,Texas,86.0,74.0,,0,1,0
340,2021-11-13,Miami OH,Lamar,104.0,75.0,,0,1,0
341,2021-11-13,Dayton,UMass Lowell,58.0,59.0,,0,0,0
342,2021-11-13,Saint Joseph's,Mount St. Mary's,80.0,60.0,,0,1,0
343,2021-11-13,Miami FL,UCF,89.0,95.0,,0,0,0
344,2021-11-13,Notre Dame,Cal St. Northridge,68.0,52.0,,0,1,0
345,2021-11-13,Prairie View A&M,Michigan,49.0,77.0,,0,0,1
346,2021-11-13,Belmont,Evansville,81.0,43.0,,0,1,0
347,2021-11-13,Bradley,Howard,64.0,76.0,,0,0,0
348,2021-11-13,Tulsa,Air Force,58.0,59.0,,0,0,0
349,2021-11-13,UC Irvine,Boise St.,58.0,50.0,,0,1,0
350,2021-11-13,Butler,Troy,70.0,59.0,,0,1,0
351,2021-11-13,Maryland,Vermont,68.0,57.0,,0,1,0
352,2021-11-13,Milwaukee,Eastern Kentucky,71.0,77.0,,0,0,0
353,2021-11-13,Hartford,Army,79.0,86.0,,0,0,1
354,2021-11-13,Cal St. Bakersfield,Life Pacific,85.0,60.0,,0,1,0
355,2021-11-13,St. John's,Saint Peter's,91.0,70.0,,0,1,0
356,2021-11-13,Nicholls St.,Carver,101.0,44.0,,0,1,0
357,2021-11-13,Lipscomb,South Carolina St.,93.0,81.0,,0,1,1
358,2021-11-13,UT Arlington,Mary Hardin Baylor,104.0,75.0,,0,1,0
359,2021-11-13,Towson,Monmouth,71.0,79.0,,0,0,0
360,2021-11-13,St. Francis NY,St. Thomas,73.0,91.0,,0,0,0
361,2021-11-13,Loyola Chicago,Florida Gulf Coast,89.0,77.0,,0,1,0
362,2021-11-13,New Orleans,Spring Hill,79.0,41.0,,0,1,0
363,2021-11-13,UC San Diego,George Washington,75.0,55.0,,0,1,0
364,2021-11-13,Jacksonville,North Carolina A&T,63.0,54.0,,0,1,0
365,2021-11-13,Murray St.,Bellarmine,78.0,59.0,,0,1,0
366,2021-11-13,South Florida,Georgia Southern,41.0,53.0,,0,0,0
367,2021-11-13,Ball St.,Nebraska Omaha,73.0,69.0,,0,1,0
368,2021-11-13,VCU,Wagner,44.0,58.0,,0,0,0
369,2021-11-13,Hampton,Regent,70.0,56.0,,0,1,0
370,2021-11-13,James Madison,Old Dominion,58.0,53.0,,0,1,0
371,2021-11-13,UNLV,California,55.0,52.0,,0,1,0
372,2021-11-13,Hawaii,Pacific,73.0,61.0,,0,1,0
373,2021-11-13,Valparaiso,Illinois Chicago,70.0,74.0,OT,0,0,0
