,Date,Home,Away,Home Score,Away Score,OT,Conf,Result,Nuetral
841,2023-11-20,UT Rio Grande Valley,North American,,,100%,0,1,0
842,2023-11-20,Santa Clara,Mississippi Valley St.,81.0,59.0,98%,0,1,0
843,2023-11-20,Syracuse,Tennessee,62.0,75.0,88%,0,0,1
844,2023-11-20,Bryant,Howard,76.0,72.0,65%,0,1,0
845,2023-11-20,Virginia,Wisconsin,62.0,63.0,57%,0,0,1
846,2023-11-20,Bellarmine,Morehead St.,68.0,66.0,59%,0,1,0
847,2023-11-20,Northeastern,Kennesaw St.,68.0,69.0,50%,0,0,1
848,2023-11-20,San Diego,Navy,71.0,66.0,67%,0,1,0
849,2023-11-20,Montana St.,Green Bay,75.0,66.0,80%,0,1,0
850,2023-11-20,Stony Brook,Rider,69.0,68.0,52%,0,1,0
851,2023-11-20,Southeast Missouri St.,Central Arkansas,78.0,74.0,64%,0,1,0
852,2023-11-20,Saint Francis,Pittsburgh Greensburg,,,100%,0,1,0
853,2023-11-20,Bucknell,Southern Indiana,72.0,70.0,60%,0,1,0
854,2023-11-20,Houston Christian,UTSA,72.0,81.0,21%,0,0,0
855,2023-11-20,UNLV,Florida St.,75.0,73.0,55%,0,1,1
856,2023-11-20,UTEP,California,69.0,70.0,52%,0,0,1
857,2023-11-20,Florida A&M,Oregon,58.0,77.0,5%,0,0,0
858,2023-11-20,Iona,High Point,77.0,70.0,73%,0,1,1
859,2023-11-20,Saint Peter's,UMass Lowell,65.0,67.0,41%,0,0,0
860,2023-11-20,Wright St.,Louisiana,77.0,74.0,60%,0,1,1
861,2023-11-20,Campbell,North Carolina Central,69.0,66.0,61%,0,1,0
862,2023-11-20,Siena,Central Michigan,70.0,68.0,60%,0,1,1
863,2023-11-20,Long Beach St.,Illinois St.,75.0,72.0,60%,0,1,1
864,2023-11-20,Louisiana Monroe,Ecclesia,,,100%,0,1,0
865,2023-11-20,Hofstra,Buffalo,77.0,70.0,75%,0,1,1
866,2023-11-20,Richmond,Colorado,65.0,76.0,83%,0,0,1
867,2023-11-20,Sacramento St.,Cal St. Bakersfield,65.0,62.0,60%,0,1,1
868,2023-11-20,The Citadel,Idaho St.,68.0,69.0,52%,0,0,1
869,2023-11-20,UNC Wilmington,Murray St.,71.0,72.0,54%,0,0,1
870,2023-11-21,Middle Tennessee,UAB,72.0,73.0,47%,0,0,0
871,2023-11-21,Sacred Heart,Binghamton,73.0,69.0,64%,0,1,0
872,2023-11-21,Bellarmine,Midway,,,100%,0,1,0
873,2023-11-21,Green Bay,UC Riverside,65.0,74.0,79%,0,0,1
874,2023-11-21,New Mexico,Toledo,83.0,74.0,81%,0,1,1
875,2023-11-21,Nicholls St.,Blue Mountain,,,100%,0,1,0
876,2023-11-21,Northeastern,Georgia Southern,67.0,66.0,53%,0,1,1
877,2023-11-21,Chicago St.,Northern Colorado,69.0,73.0,67%,0,0,1
878,2023-11-21,Valparaiso,Western Illinois,69.0,67.0,56%,0,1,0
879,2023-11-21,Indiana St.,Rice,77.0,76.0,54%,0,1,1
880,2023-11-21,Detroit Mercy,Eastern Michigan,75.0,70.0,68%,0,1,0
881,2023-11-21,Eastern Kentucky,Prairie View A&M,80.0,64.0,93%,0,1,0
882,2023-11-21,The Citadel,North Carolina Central,70.0,69.0,52%,0,1,1
883,2023-11-21,Cal St. Northridge,Le Moyne,77.0,66.0,83%,0,1,0
884,2023-11-21,New Hampshire,Marist,69.0,66.0,59%,0,1,0
885,2023-11-21,Maryland,UMBC,82.0,60.0,98%,0,1,0
886,2023-11-21,Hawaii,Northern Arizona,71.0,63.0,77%,0,1,0
887,2023-11-21,East Carolina,Kennesaw St.,74.0,66.0,77%,0,1,0
888,2023-11-21,Minnesota,Arkansas Pine Bluff,79.0,62.0,94%,0,1,0
889,2023-11-21,Appalachian St.,UNC Wilmington,68.0,67.0,54%,0,1,1
890,2023-11-21,Monmouth,Lehigh,72.0,71.0,56%,0,1,0
891,2023-11-21,Louisiana Tech,Southern Utah,75.0,65.0,84%,0,1,0
892,2023-11-21,Campbell,Idaho St.,68.0,66.0,58%,0,1,0
893,2023-11-21,Columbia,LIU,79.0,67.0,86%,0,1,0
894,2023-11-21,Duke,La Salle,81.0,60.0,97%,0,1,0
895,2023-11-21,UC Irvine,Pepperdine,75.0,69.0,69%,0,1,1
896,2023-11-21,Fresno St.,New Mexico St.,68.0,65.0,63%,0,1,1
897,2023-11-21,Army,Albany,69.0,68.0,50%,0,1,1
898,2023-11-21,TCU,Alcorn St.,81.0,60.0,97%,0,1,0
899,2023-11-21,Morgan St.,Radford,65.0,76.0,85%,0,0,1
900,2023-11-21,Texas St.,McNeese St.,69.0,70.0,50%,0,0,1
901,2023-11-21,Davidson,Boston University,73.0,61.0,86%,0,1,0
902,2023-11-21,Auburn,Alabama A&M,84.0,55.0,99.6%,0,1,0
903,2023-11-21,South Alabama,Lynn,,,100%,0,1,0
904,2023-11-21,Oral Roberts,Texas Southern,76.0,72.0,64%,0,1,0
905,2023-11-21,Southern Illinois,James Madison,67.0,70.0,59%,0,0,1
906,2023-11-21,Ball St.,USC Upstate,76.0,69.0,72%,0,1,0
907,2023-11-22,UC Santa Barbara,Westmont,,,100%,0,1,0
908,2023-11-22,Baylor,Oregon St.,77.0,61.0,93%,0,1,1
909,2023-11-22,Tennessee Martin,North Alabama,76.0,77.0,48%,0,0,0
910,2023-11-22,Nebraska,Duquesne,76.0,69.0,74%,0,1,0
911,2023-11-22,Southern Miss,South Dakota St.,73.0,70.0,59%,0,1,0
912,2023-11-22,Denver,Colorado Christian,,,100%,0,1,0
913,2023-11-22,Kansas St.,Central Arkansas,88.0,61.0,99%,0,1,0
914,2023-11-22,Colgate,Harvard,75.0,66.0,78%,0,1,0
915,2023-11-22,Morehead St.,Midway,,,100%,0,1,0
916,2023-11-22,Memphis,Michigan,74.0,73.0,57%,0,1,1
917,2023-11-22,Rice,New Mexico,73.0,82.0,79%,0,0,1
918,2023-11-22,Eastern Washington,Walla Walla,,,100%,0,1,0
919,2023-11-22,Appalachian St.,Murray St.,71.0,70.0,50%,0,1,1
920,2023-11-22,St. Bonaventure,Bucknell,79.0,58.0,97%,0,1,0
921,2023-11-22,Temple,Mississippi,67.0,69.0,42%,0,0,0
922,2023-11-22,South Florida,Maine,72.0,62.0,83%,0,1,0
923,2023-11-22,Queens,Fairleigh Dickinson,79.0,70.0,81%,0,1,0
924,2023-11-22,Florida,Pittsburgh,72.0,69.0,60%,0,1,1
925,2023-11-22,Rhode Island,Johnson & Wales RI,,,100%,0,1,0
926,2023-11-22,Northern Kentucky,Texas A&M Corpus Chris,73.0,65.0,76%,0,1,0
927,2023-11-22,Missouri,South Carolina St.,87.0,62.0,99%,0,1,0
928,2023-11-22,Montana St.,UC Riverside,69.0,68.0,51%,0,1,0
929,2023-11-22,South Dakota,Northland,,,100%,0,1,0
930,2023-11-22,UT Arlington,Alcorn St.,73.0,67.0,69%,0,1,0
931,2023-11-22,Louisiana Tech,McNeese St.,75.0,69.0,73%,0,1,0
932,2023-11-22,Merrimack,North Carolina A&T,68.0,63.0,65%,0,1,1
933,2023-11-22,Massachusetts,Central Connecticut,77.0,67.0,81%,0,1,0
934,2023-11-22,Seattle,Idaho,81.0,61.0,97%,0,1,0
935,2023-11-22,San Francisco,Purdue Fort Wayne,79.0,64.0,92%,0,1,0
936,2023-11-22,Saint Francis,Franciscan,,,100%,0,1,0
937,2023-11-22,Cincinnati,Georgia Tech,75.0,65.0,82%,0,1,0
938,2023-11-22,Incarnate Word,Jacksonville St.,65.0,73.0,22%,0,0,0
939,2023-11-22,Toledo,UC Irvine,71.0,75.0,62%,0,0,1
940,2023-11-22,Cleveland St.,East Tennessee St.,72.0,65.0,74%,0,1,0
941,2023-11-22,Notre Dame,Maryland Eastern Shore,74.0,59.0,91%,0,1,0
942,2023-11-22,Indiana St.,Pepperdine,78.0,74.0,64%,0,1,1
943,2023-11-22,Northern Iowa,North Carolina,67.0,78.0,84%,0,0,1
944,2023-11-22,Vermont,Northern Vermont,,,100%,0,1,0
945,2023-11-22,Stanford,Arkansas,70.0,75.0,66%,0,0,1
946,2023-11-22,Nebraska Omaha,Mid America Christian,,,100%,0,1,0
947,2023-11-22,Southern Utah,Texas St.,65.0,70.0,65%,0,0,1
948,2023-11-22,Colorado St.,Boston College,74.0,69.0,66%,0,1,1
949,2023-11-22,Presbyterian,Tennessee Tech,69.0,65.0,63%,0,1,0
950,2023-11-22,Little Rock,Georgia St.,74.0,73.0,52%,0,1,0
951,2023-11-22,Villanova,Texas Tech,67.0,64.0,58%,0,1,1
952,2023-11-22,Grambling St.,Sam Houston St.,63.0,70.0,74%,0,0,1
953,2023-11-22,Creighton,Loyola Chicago,75.0,66.0,79%,0,1,1
954,2023-11-22,Samford,Alabama St.,80.0,61.0,95%,0,1,0
955,2023-11-22,Campbell,The Citadel,69.0,67.0,59%,0,1,0
956,2023-11-22,Old Dominion,Princeton,69.0,68.0,53%,0,1,0
957,2023-11-22,American,Mount St. Mary's,67.0,65.0,58%,0,1,0
958,2023-11-22,Air Force,VMI,74.0,58.0,92%,0,1,0
959,2023-11-23,Penn St.,Texas A&M,66.0,74.0,76%,0,0,1
960,2023-11-23,Seton Hall,USC,67.0,72.0,67%,0,0,1
961,2023-11-23,Vanderbilt,N.C. State,72.0,75.0,58%,0,0,1
962,2023-11-23,Arizona St.,BYU,68.0,74.0,70%,0,0,1
963,2023-11-23,Arizona,Michigan St.,74.0,73.0,55%,0,1,1
964,2023-11-23,Butler,Florida Atlantic,66.0,74.0,75%,0,0,1
965,2023-11-23,Iowa St.,VCU,69.0,62.0,74%,0,1,1
966,2023-11-23,Oklahoma,Iowa,73.0,72.0,50%,0,1,1
967,2023-11-23,Virginia Tech,Boise St.,71.0,72.0,51%,0,0,1
968,2023-11-24,Oklahoma St.,Houston Christian,87.0,60.0,99%,0,1,0
969,2023-11-24,Belmont,Monmouth,78.0,69.0,79%,0,1,1
970,2023-11-24,Rice,UC Irvine,71.0,74.0,60%,0,0,1
971,2023-11-24,Clemson,Alcorn St.,80.0,62.0,95%,0,1,0
972,2023-11-24,Ball St.,Arkansas Pine Bluff,78.0,67.0,84%,0,1,0
973,2023-11-24,Dayton,Youngstown St.,75.0,63.0,85%,0,1,0
974,2023-11-24,Washington St.,Utah Tech,76.0,64.0,87%,0,1,0
975,2023-11-24,Saint Mary's,Davidson,72.0,59.0,88%,0,1,0
976,2023-11-24,Utah Valley,Western Colorado,,,100%,0,1,0
977,2023-11-24,Cal St. Northridge,Mississippi Valley St.,75.0,63.0,86%,0,1,0
978,2023-11-24,Illinois Chicago,Middle Tennessee,67.0,73.0,69%,0,0,1
979,2023-11-24,San Diego,Arkansas St.,68.0,73.0,68%,0,0,1
980,2023-11-24,Chattanooga,Evansville,79.0,67.0,86%,0,1,0
981,2023-11-24,Providence,Lehigh,80.0,62.0,95%,0,1,0
982,2023-11-24,Wake Forest,Charleston Southern,81.0,62.0,96%,0,1,0
983,2023-11-24,Xavier,Bryant,84.0,65.0,96%,0,1,0
984,2023-11-24,Robert Morris,Jacksonville,65.0,64.0,51%,0,1,0
985,2023-11-24,Alabama St.,North Carolina A&T,70.0,69.0,53%,0,1,1
986,2023-11-24,Indiana St.,Toledo,78.0,76.0,57%,0,1,1
987,2023-11-24,Southeastern Louisiana,Western Michigan,75.0,69.0,70%,0,1,1
988,2023-11-24,Lamar,Bethune Cookman,70.0,67.0,58%,0,1,1
989,2023-11-24,Bowling Green,Western Kentucky,73.0,75.0,58%,0,0,1
990,2023-11-24,UNC Asheville,Lipscomb,74.0,71.0,58%,0,1,1
991,2023-11-24,Duke,Southern Indiana,86.0,57.0,99.7%,0,1,0
992,2023-11-24,Samford,Merrimack,74.0,59.0,91%,0,1,0
993,2023-11-24,UTSA,Jacksonville St.,72.0,70.0,54%,0,1,0
994,2023-11-24,Georgia,Winthrop,78.0,66.0,86%,0,1,0
995,2023-11-24,Hawaii,UT Rio Grande Valley,73.0,66.0,73%,0,1,1
996,2023-11-24,Kentucky,Marshall,84.0,66.0,95%,0,1,0
997,2023-11-24,Troy,Grambling St.,71.0,65.0,70%,0,1,0
998,2023-11-24,LSU,North Florida,81.0,62.0,96%,0,1,0
999,2023-11-24,Mississippi St.,Nicholls St.,80.0,55.0,99%,0,1,0
1000,2023-11-24,Canisius,Wofford,70.0,71.0,53%,0,0,1
1001,2023-11-24,Alabama A&M,East Tennessee St.,64.0,71.0,72%,0,0,1
1002,2023-11-24,Santa Clara,Oregon,67.0,77.0,82%,0,0,1
1003,2023-11-24,Ohio,George Washington,78.0,73.0,69%,0,1,1
1004,2023-11-24,Tennessee St.,Mercer,71.0,72.0,54%,0,0,1
1005,2023-11-24,Brown,Delaware,71.0,72.0,50%,0,0,1
1006,2023-11-24,Houston,Montana,79.0,57.0,98%,0,1,0
1007,2023-11-24,Longwood,Delaware St.,72.0,63.0,81%,0,1,0
1008,2023-11-24,Illinois,Western Illinois,84.0,58.0,99%,0,1,0
1009,2023-11-24,Alabama,Ohio St.,76.0,72.0,65%,0,1,1
1010,2023-11-24,Penn,Lafayette,74.0,64.0,81%,0,1,0
1011,2023-11-24,Pacific,Le Moyne,81.0,61.0,96%,0,1,0
1012,2023-11-24,Fairfield,New Hampshire,70.0,63.0,71%,0,1,0
1013,2023-11-24,Connecticut,Manhattan,85.0,53.0,99.8%,0,1,0
1014,2023-11-24,UNC Greensboro,UMKC,69.0,60.0,79%,0,1,1
1015,2023-11-24,Pepperdine,New Mexico,72.0,83.0,86%,0,0,1
1016,2023-11-24,Texas A&M Corpus Chris,LIU,76.0,69.0,76%,0,1,1
1017,2023-11-25,Wofford,UNC Asheville,67.0,73.0,69%,0,0,1
1018,2023-11-25,Wagner,NJIT,67.0,62.0,68%,0,1,0
1019,2023-11-25,Binghamton,Army,69.0,66.0,62%,0,1,0
1020,2023-11-25,Portland,Willamette,,,100%,0,1,0
1021,2023-11-25,Purdue Fort Wayne,Wittenberg,,,100%,0,1,0
1022,2023-11-25,Mount St. Mary's,Howard,69.0,67.0,57%,0,1,0
1023,2023-11-25,St. Bonaventure,Miami OH,77.0,63.0,89%,0,1,0
1024,2023-11-25,DePaul,Northern Illinois,78.0,67.0,84%,0,1,0
1025,2023-11-25,Northern Kentucky,LIU,77.0,62.0,92%,0,1,0
1026,2023-11-25,San Diego St.,California,74.0,63.0,85%,0,1,1
1027,2023-11-25,UTSA,Incarnate Word,79.0,66.0,89%,0,1,0
1028,2023-11-25,IUPUI,Cleary,,,100%,0,1,0
1029,2023-11-25,Alabama St.,Merrimack,63.0,66.0,62%,0,0,1
1030,2023-11-25,Lafayette,Monmouth,67.0,69.0,58%,0,0,1
1031,2023-11-25,Cleveland St.,Alabama A&M,75.0,62.0,89%,0,1,0
1032,2023-11-25,Central Arkansas,Eastern Michigan,75.0,72.0,61%,0,1,0
1033,2023-11-25,Cal Baptist,Vanguard,,,100%,0,1,0
1034,2023-11-25,Sam Houston St.,Paul Quinn,,,100%,0,1,0
1035,2023-11-25,SIU Edwardsville,Detroit Mercy,77.0,71.0,71%,0,1,0
1036,2023-11-25,Little Rock,Tulsa,77.0,72.0,67%,0,1,0
1037,2023-11-25,George Mason,East Carolina,70.0,68.0,56%,0,1,0
1038,2023-11-25,Samford,North Carolina A&T,81.0,62.0,96%,0,1,0
1039,2023-11-25,Bradley,Vermont,70.0,65.0,68%,0,1,0
1040,2023-11-25,William & Mary,UMBC,71.0,70.0,53%,0,1,0
1041,2023-11-25,Wichita St.,Norfolk St.,75.0,64.0,83%,0,1,0
1042,2023-11-25,Valparaiso,Southern,69.0,65.0,62%,0,1,0
1043,2023-11-25,Gardner Webb,Limestone,,,100%,0,1,0
1044,2023-11-25,Charlotte,Georgia St.,70.0,65.0,67%,0,1,0
1045,2023-11-25,New Orleans,North Dakota,74.0,76.0,58%,0,0,1
1046,2023-11-25,Drake,Texas Southern,76.0,64.0,85%,0,1,0
1047,2023-11-25,Florida Gulf Coast,UNC Wilmington,73.0,69.0,62%,0,1,0
1048,2023-11-25,Jacksonville,Fairleigh Dickinson,68.0,65.0,62%,0,1,1
1049,2023-11-25,Eastern Illinois,Eureka,,,100%,0,1,0
1050,2023-11-25,Southeast Missouri St.,Evansville,74.0,72.0,57%,0,1,1
1051,2023-11-25,UT Arlington,Texas St.,67.0,65.0,56%,0,1,0
1052,2023-11-25,USC Upstate,Voorhees,,,100%,0,1,0
1053,2023-11-25,Saint Francis,Niagara,64.0,69.0,30%,0,0,0
1054,2023-11-25,Longwood,Lamar,72.0,62.0,82%,0,1,0
1055,2023-11-25,Liberty,Maryland Eastern Shore,77.0,56.0,97%,0,1,0
1056,2023-11-25,VMI,Clarks Summit,,,100%,0,1,0
1057,2023-11-25,Richmond,Queens,76.0,69.0,75%,0,1,0
1058,2023-11-25,Grand Canyon,North Dakota St.,76.0,65.0,85%,0,1,0
1059,2023-11-25,Bowling Green,Lipscomb,75.0,76.0,54%,0,0,1
1060,2023-11-25,Maryland,South Alabama,76.0,60.0,92%,0,1,0
1061,2023-11-25,Delaware St.,Bethune Cookman,70.0,67.0,60%,0,1,1
1062,2023-11-25,Columbia,Maine,71.0,68.0,61%,0,1,0
1063,2023-11-25,Chicago St.,Tennessee Martin,75.0,74.0,51%,0,1,0
1064,2023-11-25,Western Kentucky,Canisius,74.0,68.0,69%,0,1,1
1065,2023-11-25,Loyola Marymount,UTEP,72.0,65.0,75%,0,1,0
1066,2023-11-25,Missouri,Loyola MD,82.0,62.0,97%,0,1,0
1067,2023-11-25,Marist,Bucknell,71.0,64.0,75%,0,1,0
1068,2023-11-25,Saint Louis,Dartmouth,79.0,67.0,85%,0,1,0
1069,2023-11-25,UAB,Furman,78.0,72.0,69%,0,1,0
1070,2023-11-25,Penn,Belmont,73.0,74.0,46%,0,0,0
1071,2023-11-25,Milwaukee,Southern Miss,71.0,73.0,42%,0,0,0
1072,2023-11-25,Louisiana Tech,Dillard,,,100%,0,1,0
1073,2023-11-25,St. John's,Holy Cross,83.0,60.0,98%,0,1,0
1074,2023-11-25,Green Bay,St. Thomas,70.0,75.0,33%,0,0,0
1075,2023-11-25,Princeton,Northeastern,73.0,64.0,78%,0,1,0
1076,2023-11-25,Georgetown,Jackson St.,75.0,68.0,73%,0,1,0
1077,2023-11-25,Missouri St.,South Carolina St.,79.0,63.0,93%,0,1,0
1078,2023-11-26,Lafayette,Belmont,65.0,76.0,84%,0,0,1
1079,2023-11-26,UC Davis,Sacramento St.,72.0,65.0,76%,0,1,0
1080,2023-11-26,La Salle,Coppin St.,78.0,62.0,93%,0,1,0
1081,2023-11-26,Western Kentucky,UNC Asheville,70.0,71.0,54%,0,0,1
1082,2023-11-26,San Francisco,Minnesota,71.0,68.0,62%,0,1,0
1083,2023-11-26,Lamar,Delaware St.,67.0,68.0,52%,0,0,1
1084,2023-11-26,Indiana,Harvard,76.0,60.0,93%,0,1,0
1085,2023-11-26,UC Riverside,Bethesda,,,100%,0,1,0
1086,2023-11-26,SMU,Louisiana Monroe,77.0,62.0,92%,0,1,0
1087,2023-11-26,Central Arkansas,New Orleans,78.0,76.0,54%,0,1,0
1088,2023-11-26,Longwood,Bethune Cookman,74.0,62.0,87%,0,1,0
1089,2023-11-26,Seattle,UC San Diego,76.0,67.0,80%,0,1,0
1090,2023-11-26,Quinnipiac,Stonehill,75.0,65.0,81%,0,1,0
1091,2023-11-26,Eastern Michigan,North Dakota,70.0,73.0,63%,0,0,1
1092,2023-11-26,Pacific,Mississippi Valley St.,79.0,59.0,97%,0,1,0
1093,2023-11-26,High Point,Mount Olive,,,100%,0,1,0
1094,2023-11-26,Kent St.,Charleston,75.0,74.0,56%,0,1,0
1095,2023-11-26,American,Hood,,,100%,0,1,0
1096,2023-11-26,Texas A&M Commerce,Denver,73.0,69.0,65%,0,1,0
1097,2023-11-26,West Virginia,Bellarmine,77.0,62.0,90%,0,1,0
1098,2023-11-26,Rhode Island,Yale,67.0,72.0,33%,0,0,0
1099,2023-11-26,Towson,Morgan St.,78.0,62.0,93%,0,1,0
1100,2023-11-26,Appalachian St.,Austin Peay,72.0,64.0,75%,0,1,0
1101,2023-11-26,Louisville,New Mexico St.,73.0,67.0,71%,0,1,0
1102,2023-11-26,Siena,Albany,71.0,66.0,68%,0,1,0
1103,2023-11-26,Western Carolina,North Alabama,76.0,70.0,70%,0,1,0
1104,2023-11-26,Old Dominion,Drexel,67.0,66.0,51%,0,1,0
1105,2023-11-26,Jacksonville St.,Incarnate Word,75.0,63.0,85%,0,1,1
1106,2023-11-26,Lipscomb,Wofford,74.0,71.0,62%,0,1,1
1107,2023-11-26,Montana St.,Long Beach St.,70.0,76.0,29%,0,0,0
1108,2023-11-26,FIU,Kennesaw St.,75.0,69.0,70%,0,1,0
1109,2023-11-26,Canisius,Bowling Green,72.0,75.0,61%,0,0,1
1110,2023-11-26,Saint Joseph's,Sacred Heart,81.0,68.0,89%,0,1,0
1111,2023-11-26,South Dakota,Air Force,65.0,69.0,36%,0,0,0
1112,2023-11-26,Chattanooga,Southeast Missouri St.,80.0,70.0,82%,0,1,0
1113,2023-11-26,Colorado,Iona,80.0,64.0,93%,0,1,0
1114,2023-11-26,Coastal Carolina,North Carolina Central,75.0,68.0,73%,0,1,0
1115,2023-11-26,Robert Morris,Fairleigh Dickinson,71.0,68.0,63%,0,1,0
1116,2023-11-26,Radford,Notre Dame MD,,,100%,0,1,0
1117,2023-11-26,Nebraska,Cal St. Fullerton,76.0,64.0,86%,0,1,0
1118,2023-11-26,UCF,Stetson,75.0,63.0,86%,0,1,0
1119,2023-11-26,Boston University,Northern Vermont   Joh,,,100%,0,1,0
1120,2023-11-26,Texas,Wyoming,80.0,60.0,97%,0,1,0
1121,2023-11-26,Penn,Monmouth,75.0,67.0,76%,0,1,0
1122,2023-11-27,San Diego St.,Point Loma Nazarene,,,100%,0,1,0
1123,2023-11-27,Northwestern,Northern Illinois,80.0,61.0,96%,0,1,0
1124,2023-11-27,Lindenwood,Utah Tech,67.0,74.0,29%,0,0,0
1125,2023-11-27,Nebraska Omaha,York NE,,,100%,0,1,0
1126,2023-11-27,Wisconsin,Western Illinois,79.0,54.0,99%,0,1,0
1127,2023-11-27,Connecticut,New Hampshire,83.0,55.0,99.5%,0,1,0
1128,2023-11-27,Saint Mary's,Utah,69.0,64.0,67%,0,1,0
1129,2023-11-27,Elon,Presbyterian,68.0,66.0,58%,0,1,0
1130,2023-11-27,South Dakota St.,Mount Marty,,,100%,0,1,0
1131,2023-11-27,San Jose St.,North Dakota St.,72.0,66.0,70%,0,1,0
1132,2023-11-27,Weber St.,Navajo Tech,,,100%,0,1,0
1133,2023-11-27,Hampton,UMBC,75.0,71.0,64%,0,1,0
1134,2023-11-27,Louisiana,Loyola LA,,,100%,0,1,0
1135,2023-11-27,Bryant,Springfield,,,100%,0,1,0
1136,2023-11-27,Fordham,Manhattan,75.0,60.0,91%,0,1,0
1137,2023-11-27,Fresno St.,UC Santa Barbara,69.0,64.0,67%,0,1,0
1138,2023-11-27,Xavier,Oakland,84.0,63.0,97%,0,1,0
1139,2023-11-27,Washington St.,Eastern Washington,75.0,67.0,76%,0,1,0
1140,2023-11-27,Eastern Kentucky,Troy,79.0,70.0,77%,0,1,0
1141,2023-11-27,TCU,Houston Christian,90.0,58.0,99.8%,0,1,0
1142,2023-11-27,Rutgers,Saint Peter's,72.0,54.0,95%,0,1,0
1143,2023-11-28,Baylor,Nicholls St.,86.0,57.0,99.6%,0,1,0
1144,2023-11-28,Mississippi,N.C. State,72.0,71.0,52%,0,1,0
1145,2023-11-28,SIU Edwardsville,Missouri Baptist,,,100%,0,1,0
1146,2023-11-28,Little Rock,Ball St.,76.0,74.0,58%,0,1,0
1147,2023-11-28,South Dakota,Waldorf,,,100%,0,1,0
1148,2023-11-28,Southern Indiana,East West,,,100%,0,1,0
1149,2023-11-28,Alabama,Clemson,79.0,70.0,81%,0,1,0
1150,2023-11-28,Portland St.,Portland,78.0,77.0,50%,0,1,0
1151,2023-11-28,New Mexico St.,Southwest,,,100%,0,1,0
1152,2023-11-28,Indiana St.,Southern Illinois,72.0,65.0,73%,1,1,0
1153,2023-11-28,Arkansas St.,Jackson St.,72.0,66.0,71%,0,1,0
1154,2023-11-28,UAB,McNeese St.,80.0,71.0,80%,0,1,0
1155,2023-11-28,Michigan St.,Georgia Southern,79.0,57.0,98%,0,1,0
1156,2023-11-28,Pittsburgh,Missouri,73.0,71.0,59%,0,1,0
1157,2023-11-28,Southeastern Louisiana,Southern New Orleans,,,100%,0,1,0
1158,2023-11-28,Loyola Chicago,Chicago St.,78.0,59.0,96%,0,1,0
1159,2023-11-28,Kansas St.,Oral Roberts,83.0,65.0,95%,0,1,0
1160,2023-11-28,The Citadel,Charleston Southern,71.0,67.0,66%,0,1,0
1161,2023-11-28,North Dakota,Concordia MN,,,100%,0,1,0
1162,2023-11-28,Providence,Wagner,75.0,56.0,96%,0,1,0
1163,2023-11-28,Georgia Tech,Mississippi St.,63.0,70.0,27%,0,0,0
1164,2023-11-28,Furman,South Carolina St.,84.0,66.0,95%,0,1,0
1165,2023-11-28,Howard,Cincinnati,66.0,77.0,17%,0,0,0
1166,2023-11-28,Syracuse,LSU,69.0,72.0,37%,0,0,0
1167,2023-11-28,Pepperdine,Idaho St.,77.0,67.0,80%,0,1,0
1168,2023-11-28,South Carolina,Notre Dame,71.0,61.0,82%,0,1,0
1169,2023-11-28,Purdue,Texas Southern,83.0,59.0,99%,0,1,0
1170,2023-11-28,Kansas,Eastern Illinois,85.0,52.0,99.9%,0,1,0
1171,2023-11-28,Norfolk St.,William & Mary,71.0,65.0,70%,0,1,0
1172,2023-11-28,Winthrop,Bob Jones,,,100%,0,1,0
1173,2023-11-28,Gonzaga,Cal St. Bakersfield,85.0,57.0,99%,0,1,0
1174,2023-11-28,Saint Louis,Utah St.,74.0,71.0,58%,0,1,0
1175,2023-11-28,Kentucky,Miami FL,77.0,70.0,75%,0,1,0
1176,2023-11-28,Miami OH,Spalding,,,100%,0,1,0
1177,2023-11-28,Tennessee Tech,Western Carolina,68.0,74.0,31%,0,0,0
1178,2023-11-28,Maryland,Rider,79.0,60.0,96%,0,1,0
1179,2023-11-28,Washington,UC San Diego,78.0,65.0,89%,0,1,0
1180,2023-11-28,Marquette,Southern,84.0,56.0,99.5%,0,1,0
1181,2023-11-28,Louisiana Monroe,Northwestern St.,72.0,67.0,70%,0,1,0
1182,2023-11-28,UNLV,Akron,74.0,68.0,72%,0,1,0
1183,2023-11-29,Vanderbilt,Boston College,75.0,68.0,75%,0,1,0
1184,2023-11-29,Florida A&M,Albany St.,,,100%,0,1,0
1185,2023-11-29,North Carolina,Tennessee,70.0,68.0,56%,0,1,0
1186,2023-11-29,Alabama A&M,Tennessee St.,70.0,72.0,41%,0,0,0
1187,2023-11-29,Coastal Carolina,USC Upstate,76.0,71.0,68%,0,1,0
1188,2023-11-29,Albany,Boston University,69.0,66.0,63%,0,1,0
1189,2023-11-29,Loyola Marymount,Central Arkansas,83.0,65.0,94%,0,1,0
1190,2023-11-29,Holy Cross,Maine,67.0,69.0,42%,0,0,0
1191,2023-11-29,UT Arlington,Abilene Christian,71.0,70.0,53%,1,1,0
1192,2023-11-29,George Mason,NJIT,74.0,61.0,88%,0,1,0
1193,2023-11-29,SMU,Dayton,68.0,67.0,53%,0,1,0
1194,2023-11-29,Georgetown,Merrimack,74.0,60.0,89%,0,1,0
1195,2023-11-29,Louisville,Bellarmine,73.0,64.0,80%,0,1,0
1196,2023-11-29,Stetson,Coastal Georgia,,,100%,0,1,0
1197,2023-11-29,Valparaiso,Drake,62.0,74.0,13%,1,0,0
1198,2023-11-29,Northern Kentucky,Robert Morris,71.0,62.0,81%,1,1,0
